Desc_Resp_Cerrada,MARITAL_STATUS_CODE,EDAD,MODELO_ATENCION,FRECUENCIA_ENCUESTAS,VISITAS_CAJA,ESPERA_SEQ1
1,S,36,RENTA_MASIVA,1,1,3.5
9,C,68,PREMIUM,7,1,5.73
3,S,36,PREMIUM,4,1,
5,C,49,PREMIUM,2,2,11.68
10,S,40,PREMIUM,4,1,7.16
10,S,31,NORMAL,1,3,8.41
10,C,65,PREMIUM,3,1,1.58
3,S,32,NORMAL,1,1,19.01
10,S,76,PREMIUM,1,2,2.88
10,S,57,NORMAL,2,1,
10,S,65,PREMIUM,1,1,0.03
10,D,55,NORMAL,1,1,79.48
10,S,53,RENTA_MASIVA,1,1,10.75
8,C,43,PREMIUM,2,2,
10,S,44,PREMIUM,1,2,3.68
9,C,50,PREMIUM,2,1,
10,S,53,PREMIUM,4,1,2.65
8,S,42,PREMIUM,2,1,
8,C,42,PREMIUM,2,3,13.71
9,S,36,PREMIUM,1,1,
10,C,50,RENTA_MASIVA,1,1,27.9
5,S,41,PREMIUM,1,2,32.68
10,S,45,NORMAL,1,1,7.2
10,C,49,PREMIUM,1,2,
8,S,57,PREMIUM,4,1,8.98
9,S,48,EMPRESAS,2,3,8.93
5,C,59,NORMAL,1,1,9
1,C,35,NORMAL,1,1,9.1
10,C,64,NORMAL,1,1,6.2
10,S,34,PREMIUM,1,1,33.98
9,S,47,RENTA_MASIVA,1,2,
7,C,55,RENTA_MASIVA,1,1,9.96
1,S,38,NORMAL,1,1,31.1
1,S,52,EMPRESAS,1,1,
9,S,42,NORMAL,1,1,
1,S,30,RENTA_MASIVA,1,2,4.16
10,D,60,PREMIUM,2,1,0.96
5,C,65,NORMAL,1,1,
10,S,63,EMPRESAS,2,2,6.06
10,C,46,PREMIUM,2,2,7.86
8,S,36,NORMAL,2,1,11.83
10,C,49,EMPRESAS,1,1,5.05
3,S,37,NORMAL,1,1,43.33
10,C,54,EMPRESAS,1,10,6.23
10,C,46,RENTA_MASIVA,1,2,21.28
4,C,52,NORMAL,1,1,12.01
8,S,34,EMPRESAS,1,2,1.21
5,S,47,NORMAL,1,1,
9,S,41,NORMAL,1,2,
9,S,47,PREMIUM,1,1,1.28
9,S,38,RENTA_MASIVA,1,1,4.78
8,S,66,RENTA_MASIVA,1,1,16.46
8,S,42,PREMIUM,3,1,6.6
9,S,38,RENTA_MASIVA,1,1,21.73
8,S,48,PREMIUM,5,1,11.66
9,S,59,NORMAL,1,1,3.35
9,C,52,NORMAL,1,2,30.76
10,S,35,PREMIUM,5,1,1.55
10,S,69,RENTA_MASIVA,1,1,3.3
10,S,30,NORMAL,1,1,6.86
7,S,42,NORMAL,1,3,4
10,D,52,PREMIUM,2,1,4.88
10,S,68,NORMAL,2,1,1.1
5,S,36,NORMAL,1,1,17.03
4,S,39,PREMIUM,2,2,1.65
5,C,40,PREMIUM,2,2,0.78
9,S,68,RENTA_MASIVA,2,1,0.28
9,C,42,NORMAL,2,1,16.36
10,C,62,PREMIUM,2,2,0.23
7,S,47,RENTA_MASIVA,1,1,14.13
10,S,35,NORMAL,1,1,0.31
5,C,35,RENTA_MASIVA,1,1,33.58
10,S,74,RENTA_MASIVA,1,2,
8,C,58,RENTA_MASIVA,2,1,1.06
6,S,46,RENTA_MASIVA,1,1,31.98
7,S,46,PREMIUM,2,1,16.53
1,S,62,RENTA_MASIVA,1,2,8.36
9,S,56,PREMIUM,1,1,
8,C,40,PREMIUM,2,1,5.61
8,S,75,NORMAL,1,2,9.46
9,C,39,PREMIUM,2,2,4.73
10,S,46,PREMIUM,3,1,4.95
9,C,47,NORMAL,1,1,18.01
8,S,47,EMPRESAS,1,1,25.03
10,S,46,NORMAL,1,2,
10,S,36,EMPRESAS,1,2,3.11
10,S,37,PREMIUM,2,3,3
9,D,75,NORMAL,1,1,15.05
10,D,60,PREMIUM,4,2,
1,C,45,RENTA_MASIVA,1,2,30.96
10,C,51,RENTA_MASIVA,1,1,4.01
8,S,45,PREMIUM,2,1,8.2
6,C,42,PREMIUM,2,1,
10,C,48,PREMIUM,2,3,17.31
10,C,62,NORMAL,1,1,16.18
5,C,52,PREMIUM,1,1,49.43
7,D,46,NORMAL,1,1,13.4
10,C,49,NORMAL,1,2,5.76
9,S,53,PREMIUM,1,2,5.98
5,D,50,RENTA_MASIVA,1,1,
9,C,52,PREMIUM,2,1,18.25
5,S,36,PREMIUM,2,1,
9,C,61,NORMAL,1,2,9.46
3,S,57,NORMAL,1,1,86.16
10,C,43,PREMIUM,2,1,12.85
8,S,37,PREMIUM,3,2,8.58
10,S,40,RENTA_MASIVA,1,1,27.2
8,S,51,PREMIUM,4,1,10.63
10,S,39,NORMAL,1,1,12.61
10,C,47,NORMAL,1,1,9.1
10,S,40,RENTA_MASIVA,1,1,15.98
8,S,60,PREMIUM,2,1,0.06
9,C,52,NORMAL,1,1,2.35
10,C,50,EMPRESAS,2,13,6.48
9,S,38,PREMIUM,3,2,8.75
10,S,72,RENTA_MASIVA,1,1,
8,C,43,PREMIUM,2,1,4.43
7,C,66,NORMAL,1,1,32.7
10,C,54,PREMIUM,3,2,12.45
6,C,37,RENTA_MASIVA,1,1,46.65
9,C,41,PREMIUM,2,1,12.61
9,S,49,PREMIUM,1,1,0.8
9,S,39,NORMAL,1,2,10.21
10,S,36,PREMIUM,1,3,8
10,C,47,NORMAL,1,1,8.5
10,S,37,PREMIUM,2,4,
10,C,70,PREMIUM,1,1,8.95
10,C,53,PREMIUM,3,4,5.46
9,S,39,RENTA_MASIVA,1,1,
9,C,58,PREMIUM,2,1,
8,C,58,PREMIUM,2,1,12.33
10,C,65,PREMIUM,2,3,3.8
10,V,54,PREMIUM,1,1,4.55
10,C,36,RENTA_MASIVA,1,1,21.98
9,C,66,PREMIUM,1,1,
8,C,33,NORMAL,1,2,
10,S,44,NORMAL,1,1,
5,S,36,RENTA_MASIVA,1,1,7.11
6,S,43,NORMAL,1,1,26.28
10,C,42,EMPRESAS,2,3,33.41
10,C,76,PREMIUM,2,1,2.51
4,C,65,NORMAL,1,1,8.76
9,S,35,NORMAL,1,1,9.28
9,S,48,NORMAL,2,1,6.18
10,C,51,PREMIUM,2,5,
7,S,52,RENTA_MASIVA,1,1,5.75
9,C,54,PREMIUM,1,1,0.18
10,S,39,RENTA_MASIVA,1,1,26.85
8,S,73,PREMIUM,2,2,0.85
10,S,59,RENTA_MASIVA,1,1,16.31
7,C,64,RENTA_MASIVA,1,2,
10,S,36,NORMAL,1,1,8.45
10,S,33,PREMIUM,2,1,6.58
7,S,59,PREMIUM,2,2,5.25
1,S,49,NORMAL,1,1,
7,C,53,NORMAL,1,1,14.68
8,S,51,PREMIUM,2,1,
10,C,44,NORMAL,1,2,4.56
8,S,40,PREMIUM,2,1,5.45
10,C,50,PREMIUM,5,6,8.21
10,C,64,NORMAL,1,1,6.03
8,S,31,PREMIUM,2,1,2.73
8,C,55,PREMIUM,1,1,12.48
10,S,52,RENTA_MASIVA,1,3,20.36
9,C,43,PREMIUM,1,1,
9,S,31,RENTA_MASIVA,1,2,12.65
9,C,49,PREMIUM,2,2,
10,C,57,PREMIUM,2,1,
10,S,53,RENTA_MASIVA,1,1,70.01
6,S,40,RENTA_MASIVA,2,1,6.85
9,S,33,PREMIUM,1,4,
10,C,62,PREMIUM,1,1,5.68
9,C,49,PREMIUM,1,2,
7,S,35,PREMIUM,1,1,7.5
10,S,50,RENTA_MASIVA,2,1,17.61
10,C,53,RENTA_MASIVA,1,3,2.55
10,S,48,RENTA_MASIVA,1,1,20.93
10,S,62,NORMAL,1,1,47.1
9,C,44,NORMAL,1,1,12.11
9,S,39,RENTA_MASIVA,1,3,15.7
10,C,52,RENTA_MASIVA,1,4,15.6
8,S,53,PREMIUM,1,1,8.76
8,C,56,PREMIUM,1,1,2.16
9,S,47,PREMIUM,1,1,8.26
10,S,39,NORMAL,1,2,1.03
9,S,30,NORMAL,1,3,3.53
9,S,41,PREMIUM,2,1,3.51
5,S,39,RENTA_MASIVA,1,2,7.56
10,S,40,PREMIUM,2,3,4.23
10,C,54,NORMAL,1,1,4.66
10,C,55,PREMIUM,2,2,3.73
10,C,39,PREMIUM,2,1,
1,S,39,RENTA_MASIVA,1,1,30.7
10,S,43,PREMIUM,3,1,2.55
10,C,43,RENTA_MASIVA,2,2,0.9
1,S,35,RENTA_MASIVA,1,1,35.96
8,S,36,PREMIUM,1,1,
8,S,39,NORMAL,1,2,12.75
10,C,50,PREMIUM,1,1,
10,S,36,NORMAL,1,1,3.51
8,C,44,RENTA_MASIVA,1,1,21.88
5,S,37,RENTA_MASIVA,1,1,13.2
7,C,46,EMPRESAS,1,1,4.93
10,V,59,NORMAL,1,1,8.56
10,C,59,NORMAL,1,1,7.95
10,S,36,RENTA_MASIVA,1,1,17.05
7,S,37,RENTA_MASIVA,1,1,21.1
10,C,55,RENTA_MASIVA,1,1,28.33
3,S,59,RENTA_MASIVA,1,1,34.28
10,S,65,RENTA_MASIVA,1,1,
10,C,57,RENTA_MASIVA,1,1,6.5
7,S,36,NORMAL,2,1,
9,S,33,RENTA_MASIVA,1,2,21.9
8,C,47,PREMIUM,3,1,4.45
7,S,60,NORMAL,1,1,11.05
10,C,47,NORMAL,1,1,3.08
10,C,49,PREMIUM,2,1,13.55
10,S,42,NORMAL,1,1,
7,V,60,RENTA_MASIVA,1,1,
10,C,57,PREMIUM,1,1,0.11
8,C,35,NORMAL,1,1,1.38
5,S,39,PREMIUM,2,1,4.96
10,S,66,NORMAL,2,1,13.5
10,C,57,PREMIUM,1,1,9.91
2,S,36,NORMAL,1,1,19.36
10,C,35,NORMAL,1,1,16.35
9,S,42,NORMAL,1,1,4.46
10,C,41,PREMIUM,1,1,5.01
9,S,41,NORMAL,1,2,
10,S,39,PREMIUM,1,1,9.33
10,S,36,RENTA_MASIVA,1,1,20.3
10,S,79,RENTA_MASIVA,1,1,16.95
2,S,41,PREMIUM,1,1,
1,C,58,PREMIUM,1,1,96.18
6,S,36,RENTA_MASIVA,1,3,27.7
8,S,65,PREMIUM,2,1,11.3
10,C,69,NORMAL,2,1,10.5
8,C,54,PREMIUM,1,1,18.55
10,S,35,RENTA_MASIVA,2,3,45.78
3,C,62,PREMIUM,2,1,8.15
8,C,58,PREMIUM,1,5,2.71
8,S,78,RENTA_MASIVA,1,1,16.68
5,C,60,NORMAL,2,2,
10,C,59,PREMIUM,3,1,5.35
3,S,37,RENTA_MASIVA,1,1,
5,C,48,PREMIUM,2,1,59.36
10,D,50,NORMAL,1,1,
3,C,57,RENTA_MASIVA,1,1,37.65
8,C,46,NORMAL,1,1,14.68
8,S,41,RENTA_MASIVA,1,1,14.96
10,S,43,PREMIUM,1,1,2.11
10,S,53,RENTA_MASIVA,1,1,8.1
10,V,58,EMPRESAS,1,1,25.35
9,S,54,PREMIUM,1,2,0.33
10,S,35,PREMIUM,1,1,6.2
9,S,38,PREMIUM,2,1,2.35
9,C,53,NORMAL,2,1,10.7
8,C,44,RENTA_MASIVA,1,1,
10,S,38,NORMAL,1,1,5.08
9,C,51,PREMIUM,3,1,2.31
10,C,56,PREMIUM,3,2,6.1
9,S,54,NORMAL,1,1,3.18
10,S,53,RENTA_MASIVA,1,2,
6,C,60,NORMAL,2,1,10.28
8,S,45,PREMIUM,1,1,2.06
8,C,53,RENTA_MASIVA,1,1,5.51
10,S,42,NORMAL,1,1,26.58
8,C,58,NORMAL,3,9,8.03
8,S,52,NORMAL,1,1,
9,S,51,NORMAL,1,1,14.61
10,S,39,NORMAL,1,3,18.05
10,C,50,PREMIUM,1,2,12.28
8,S,37,NORMAL,1,1,
10,C,52,NORMAL,1,1,29.86
9,S,31,NORMAL,1,2,5.01
8,C,56,NORMAL,1,2,
10,S,51,NORMAL,2,1,8.98
1,C,45,RENTA_MASIVA,1,1,35.48
10,S,34,NORMAL,1,1,
9,D,72,PREMIUM,1,1,
9,S,47,RENTA_MASIVA,1,1,2.25
10,S,46,RENTA_MASIVA,1,2,11.56
4,S,32,NORMAL,1,1,
3,S,43,RENTA_MASIVA,1,2,39.56
8,C,45,NORMAL,1,1,1.76
10,S,33,NORMAL,1,1,
5,S,46,NORMAL,2,1,
9,C,46,PREMIUM,1,1,10.68
5,D,49,RENTA_MASIVA,1,1,20.83
10,S,32,NORMAL,1,1,
1,C,74,PREMIUM,3,5,1.96
8,C,48,PREMIUM,1,1,7.11
3,C,47,RENTA_MASIVA,2,1,30.5
10,S,35,NORMAL,1,1,3.46
10,C,57,PREMIUM,3,3,6.3
7,C,43,RENTA_MASIVA,1,1,15.23
10,S,32,RENTA_MASIVA,1,1,0.21
9,S,53,RENTA_MASIVA,1,1,3.9
9,C,55,PREMIUM,2,1,6.45
10,S,37,PREMIUM,4,1,6.9
10,C,51,NORMAL,1,1,
6,S,53,NORMAL,1,1,
1,S,42,PREMIUM,1,3,1.21
10,V,64,PREMIUM,2,3,1.01
10,S,56,RENTA_MASIVA,1,1,2.85
8,S,35,RENTA_MASIVA,1,2,62
5,S,42,PREMIUM,2,1,
10,C,68,PREMIUM,2,3,8.08
10,S,43,PREMIUM,1,1,
4,S,66,NORMAL,1,1,0.3
7,S,40,PREMIUM,3,1,8.6
7,S,54,RENTA_MASIVA,1,1,25.46
10,C,60,NORMAL,1,1,6.3
8,C,53,RENTA_MASIVA,1,1,4.2
10,S,42,RENTA_MASIVA,1,1,29.56
10,S,37,RENTA_MASIVA,1,4,36.01
10,C,50,NORMAL,2,1,0.48
10,S,35,RENTA_MASIVA,1,1,3.83
10,S,58,PREMIUM,1,1,4.26
10,S,46,RENTA_MASIVA,1,1,1.3
10,C,64,PREMIUM,1,2,
5,S,73,RENTA_MASIVA,1,1,11.88
10,S,42,RENTA_MASIVA,1,1,15.25
1,C,50,RENTA_MASIVA,1,1,1.11
1,S,62,NORMAL,2,1,33.78
2,C,59,NORMAL,1,1,
9,C,39,PREMIUM,1,1,22.13
10,C,61,NORMAL,1,1,
10,S,36,PREMIUM,1,1,1.01
10,S,74,RENTA_MASIVA,1,1,
8,S,36,NORMAL,1,1,1.75
10,S,67,RENTA_MASIVA,1,1,19.28
10,S,63,PREMIUM,3,1,23.03
6,S,73,RENTA_MASIVA,1,1,5.96
10,C,60,PREMIUM,2,1,
9,C,58,NORMAL,1,1,12.56
10,C,47,RENTA_MASIVA,1,1,32.66
9,S,34,PREMIUM,2,4,9.55
8,S,38,NORMAL,1,1,
10,C,53,NORMAL,3,1,
10,C,71,PREMIUM,4,1,17.45
10,S,41,RENTA_MASIVA,1,1,40.21
7,S,34,NORMAL,1,1,1.38
8,C,51,PREMIUM,4,1,12.85
8,C,39,PREMIUM,4,1,7.51
10,C,66,NORMAL,1,1,
9,C,54,PREMIUM,1,1,
6,S,36,RENTA_MASIVA,1,1,
9,S,39,PREMIUM,1,2,3.56
8,S,53,NORMAL,1,1,17.73
5,S,43,RENTA_MASIVA,1,1,2.28
1,C,35,NORMAL,1,3,48.65
10,C,57,PREMIUM,1,1,0.51
9,C,68,RENTA_MASIVA,1,1,7.88
8,S,73,RENTA_MASIVA,2,1,13.88
10,D,55,PREMIUM,2,1,
10,S,40,PREMIUM,1,1,
7,S,34,PREMIUM,1,1,18.3
7,S,30,NORMAL,1,1,18.86
6,C,65,PREMIUM,4,1,13.46
9,C,51,PREMIUM,2,1,5.18
8,C,53,PREMIUM,1,1,10.98
9,S,33,PREMIUM,2,1,3.6
3,S,34,NORMAL,1,1,
10,S,43,EMPRESAS,1,2,6.03
1,S,35,RENTA_MASIVA,1,1,34.96
4,S,35,NORMAL,1,1,62.93
10,C,64,NORMAL,1,1,
10,C,42,NORMAL,2,1,7.6
10,S,41,RENTA_MASIVA,1,1,0.13
4,C,40,PREMIUM,1,1,
10,S,57,PREMIUM,2,1,3.75
10,S,72,PREMIUM,5,1,7
9,S,41,RENTA_MASIVA,1,1,
5,S,36,NORMAL,1,1,17.16
10,C,65,PREMIUM,3,2,10.75
5,C,72,NORMAL,1,1,
10,S,52,RENTA_MASIVA,1,1,1.23
10,C,42,PREMIUM,2,1,0.65
10,S,38,RENTA_MASIVA,1,1,44.63
10,S,31,NORMAL,1,1,18.96
9,S,40,NORMAL,1,1,
10,S,33,RENTA_MASIVA,1,1,2.48
9,S,43,NORMAL,1,1,4.65
10,S,61,EMPRESAS,1,1,32.21
7,C,66,RENTA_MASIVA,1,1,33.76
2,C,58,PREMIUM,4,2,
9,C,58,PREMIUM,3,1,5.45
9,S,45,PREMIUM,1,1,1.76
9,C,58,PREMIUM,5,1,12.53
10,C,52,PREMIUM,1,1,4.78
10,S,50,RENTA_MASIVA,1,1,
10,C,59,PREMIUM,2,1,1.61
8,C,61,PREMIUM,1,1,22.75
5,C,51,NORMAL,1,2,28.31
8,S,49,RENTA_MASIVA,2,1,
10,C,37,RENTA_MASIVA,1,1,5.73
3,C,54,RENTA_MASIVA,1,1,9.01
8,S,50,PREMIUM,3,1,3.8
5,S,59,NORMAL,1,1,25.8
10,C,42,PREMIUM,3,1,
5,S,38,RENTA_MASIVA,1,1,
1,S,42,PREMIUM,3,1,4.8
9,S,50,PREMIUM,2,1,0.4
10,S,40,RENTA_MASIVA,1,1,50.36
7,S,35,RENTA_MASIVA,1,1,41.35
10,S,70,PREMIUM,4,2,9.71
9,C,70,PREMIUM,1,1,4.25
9,S,40,NORMAL,1,1,16.55
6,S,42,RENTA_MASIVA,1,1,28.93
10,C,45,RENTA_MASIVA,1,1,1.33
6,S,44,PREMIUM,1,1,1.3
10,C,49,NORMAL,1,1,73.68
10,S,42,RENTA_MASIVA,1,1,3.26
2,S,41,NORMAL,1,1,28.51
9,C,64,PREMIUM,3,1,7.7
9,C,52,PREMIUM,4,1,
8,S,44,NORMAL,1,1,5.51
8,C,51,PREMIUM,2,5,8.45
1,C,48,RENTA_MASIVA,1,1,30.08
7,C,58,PREMIUM,1,1,8.66
10,C,67,PREMIUM,3,3,3.85
8,D,58,PREMIUM,3,1,3.81
4,S,64,PREMIUM,2,1,4.76
5,S,65,NORMAL,1,1,
10,C,51,PREMIUM,5,9,0.6
8,C,52,PREMIUM,1,1,
7,C,66,PREMIUM,1,1,
9,C,78,PREMIUM,1,1,9.26
10,S,35,PREMIUM,5,3,7.11
10,C,42,PREMIUM,2,1,2.93
6,S,47,NORMAL,1,1,1.6
9,S,30,PREMIUM,1,1,9.2
8,S,37,NORMAL,1,1,14.45
10,C,46,PREMIUM,1,1,7.76
4,C,48,PREMIUM,1,1,
3,S,37,NORMAL,1,2,
10,C,47,PREMIUM,1,1,6.18
10,S,35,PREMIUM,2,2,
10,S,29,NORMAL,1,1,0.28
7,S,60,RENTA_MASIVA,1,1,8.63
4,S,48,RENTA_MASIVA,1,1,17.78
8,C,38,NORMAL,1,1,10.25
6,S,35,NORMAL,1,1,10.06
8,C,64,PREMIUM,1,1,
9,C,55,PREMIUM,2,1,
10,C,59,NORMAL,1,1,12.45
1,C,69,PREMIUM,2,1,6.48
6,S,50,PREMIUM,4,2,6.46
10,S,52,PREMIUM,1,1,5.76
10,C,72,RENTA_MASIVA,1,1,2.95
4,S,64,RENTA_MASIVA,1,1,26.15
10,C,54,PREMIUM,3,1,18.55
9,C,46,PREMIUM,1,1,4.71
6,S,38,NORMAL,1,1,19.05
8,C,39,PREMIUM,2,3,13.38
6,S,37,NORMAL,2,1,5.05
9,S,33,PREMIUM,1,1,1.71
4,C,34,RENTA_MASIVA,1,1,7.3
5,C,63,NORMAL,2,1,
10,S,41,NORMAL,1,1,2.16
9,C,52,PREMIUM,2,1,
6,C,60,NORMAL,1,1,
10,D,61,PREMIUM,5,1,19.18
9,S,32,NORMAL,1,1,
10,S,44,PREMIUM,3,2,
10,S,49,EMPRESAS,3,2,16.35
10,C,39,PREMIUM,5,1,
10,D,63,PREMIUM,3,1,22.53
10,C,67,PREMIUM,3,2,1.25
5,S,42,RENTA_MASIVA,1,1,6.7
10,S,36,NORMAL,1,1,7.16
9,C,66,PREMIUM,1,1,3.83
8,S,39,RENTA_MASIVA,1,2,16.8
10,S,51,RENTA_MASIVA,1,1,26.45
9,C,73,EMPRESAS,1,1,
9,D,60,RENTA_MASIVA,1,1,24.45
10,S,46,NORMAL,1,1,
9,C,61,EMPRESAS,1,1,5.7
10,S,36,RENTA_MASIVA,1,2,7.31
7,S,38,RENTA_MASIVA,1,1,8.6
10,C,55,NORMAL,1,1,
10,C,55,PREMIUM,1,2,
9,C,64,PREMIUM,4,1,10.03
10,C,65,PREMIUM,2,2,
10,S,58,RENTA_MASIVA,1,2,5.58
8,C,59,PREMIUM,1,1,2.35
10,S,51,NORMAL,1,1,19.48
8,C,55,RENTA_MASIVA,1,2,1.41
9,C,74,EMPRESAS,1,1,3.48
1,S,38,NORMAL,1,1,
5,S,44,RENTA_MASIVA,1,1,27.4
8,C,63,PREMIUM,6,1,16.73
9,S,56,NORMAL,1,1,3.45
9,S,36,NORMAL,1,1,
10,S,55,RENTA_MASIVA,1,2,18.05
7,C,42,PREMIUM,1,1,43.08
3,S,36,NORMAL,1,1,20.36
3,S,37,RENTA_MASIVA,1,1,25.88
10,C,60,PREMIUM,3,1,11.55
5,C,57,NORMAL,1,1,
8,S,64,NORMAL,1,1,2.5
9,C,34,PREMIUM,1,2,
7,S,35,EMPRESAS,1,1,5.91
10,S,56,NORMAL,1,1,19.8
10,C,56,RENTA_MASIVA,1,1,0.96
1,S,32,RENTA_MASIVA,1,1,12.78
10,S,35,RENTA_MASIVA,1,1,5.95
10,S,43,PREMIUM,2,1,6.76
8,S,34,PREMIUM,1,1,7.08
5,S,28,RENTA_MASIVA,1,1,23.91
10,S,64,PREMIUM,3,1,1.7
7,C,57,NORMAL,1,1,
8,S,33,PREMIUM,1,1,5.01
9,C,62,RENTA_MASIVA,1,1,35.3
10,S,35,RENTA_MASIVA,1,2,34.43
7,C,65,NORMAL,1,1,16.88
10,S,58,PREMIUM,2,1,2.31
10,S,57,PREMIUM,1,1,17.85
3,C,47,PREMIUM,3,1,9.88
8,C,49,NORMAL,1,1,12.48
8,S,36,RENTA_MASIVA,1,1,30.16
7,S,33,RENTA_MASIVA,2,1,58.88
4,S,37,RENTA_MASIVA,1,1,23.65
9,S,67,RENTA_MASIVA,1,1,11.23
8,S,59,PREMIUM,2,1,8.41
8,C,64,PREMIUM,4,1,3.08
10,S,56,PREMIUM,6,18,
8,S,64,RENTA_MASIVA,1,1,19.73
5,C,53,RENTA_MASIVA,1,1,2.75
9,S,35,PREMIUM,1,1,0.68
8,C,55,EMPRESAS,2,7,5.86
10,C,78,RENTA_MASIVA,1,1,3.35
10,D,56,PREMIUM,1,1,77.3
8,S,51,NORMAL,1,2,10.81
9,S,43,PREMIUM,3,1,4.05
8,S,32,NORMAL,1,1,
7,C,63,NORMAL,1,1,11.56
10,C,47,PREMIUM,1,1,14.16
10,C,43,RENTA_MASIVA,1,1,11.81
10,S,39,NORMAL,1,1,15.51
10,C,38,PREMIUM,6,1,
5,C,56,PREMIUM,1,1,17.61
8,S,37,PREMIUM,1,1,1.73
8,C,55,PREMIUM,2,1,1.8
8,C,36,NORMAL,1,1,
8,S,54,PREMIUM,2,1,7.91
9,C,44,NORMAL,1,1,
10,S,33,RENTA_MASIVA,1,1,34.76
9,S,55,RENTA_MASIVA,1,1,20.26
10,S,36,NORMAL,2,1,
7,S,42,NORMAL,1,1,24.7
5,S,38,NORMAL,1,1,66.81
10,C,55,PREMIUM,1,2,
8,S,46,RENTA_MASIVA,1,1,
10,C,50,PREMIUM,2,1,19.15
10,C,60,NORMAL,1,1,8.43
8,S,44,RENTA_MASIVA,1,1,11.05
10,C,73,PREMIUM,1,2,7.1
8,S,63,RENTA_MASIVA,1,1,11.11
6,S,40,NORMAL,1,1,20.68
9,S,38,NORMAL,1,1,34.03
8,S,40,NORMAL,1,1,5.03
8,C,50,PREMIUM,1,1,5.68
1,S,47,PREMIUM,1,1,23.53
10,C,53,PREMIUM,1,1,8.05
10,C,56,PREMIUM,6,2,14.63
8,S,39,RENTA_MASIVA,1,1,6.43
7,S,43,NORMAL,1,1,10.2
9,V,59,NORMAL,1,1,1.43
10,S,55,RENTA_MASIVA,1,1,
10,S,37,NORMAL,1,1,5.21
6,S,40,RENTA_MASIVA,1,1,16.83
1,S,42,NORMAL,1,1,31.78
9,S,55,RENTA_MASIVA,1,1,
8,S,40,RENTA_MASIVA,1,1,6.53
8,C,51,NORMAL,1,1,9.71
7,S,60,RENTA_MASIVA,1,1,2.35
10,S,46,RENTA_MASIVA,1,2,16.13
8,C,45,PREMIUM,1,1,20.03
10,S,59,RENTA_MASIVA,1,1,7.75
10,C,38,PREMIUM,1,1,6.31
10,S,36,EMPRESAS,5,1,17.46
5,S,38,PREMIUM,2,1,23.43
8,S,62,NORMAL,1,1,10.66
3,C,36,RENTA_MASIVA,1,1,40.15
1,S,39,NORMAL,1,1,
9,C,74,PREMIUM,2,1,4.35
1,C,55,NORMAL,1,4,31
7,S,53,RENTA_MASIVA,1,2,
8,S,40,RENTA_MASIVA,1,1,15.98
9,C,53,RENTA_MASIVA,2,1,20.06
3,S,40,RENTA_MASIVA,1,1,
8,C,59,RENTA_MASIVA,2,1,7.4
5,S,36,NORMAL,1,1,18.65
9,S,47,RENTA_MASIVA,1,1,0.66
9,C,38,NORMAL,1,1,
7,S,58,NORMAL,1,1,30.43
10,S,66,RENTA_MASIVA,1,1,
10,C,46,PREMIUM,2,1,5.83
9,C,72,NORMAL,1,1,9.53
1,S,34,NORMAL,1,1,44.25
10,C,52,PREMIUM,1,1,1.45
8,S,38,RENTA_MASIVA,1,1,4.81
10,S,56,PREMIUM,3,1,18.93
10,S,66,NORMAL,1,1,2.3
1,S,38,NORMAL,2,1,2.13
10,S,42,PREMIUM,5,1,
6,C,58,NORMAL,2,1,8.58
5,C,53,PREMIUM,1,1,4.13
10,S,55,RENTA_MASIVA,1,1,1.88
10,S,36,RENTA_MASIVA,1,6,1.06
3,C,50,RENTA_MASIVA,1,1,10.26
9,D,38,RENTA_MASIVA,3,3,8.76
8,D,56,NORMAL,1,1,11.9
4,S,39,NORMAL,1,1,35.31
7,S,38,RENTA_MASIVA,1,2,4.03
7,S,41,NORMAL,1,1,19.5
10,S,40,NORMAL,1,1,6.41
9,C,63,PREMIUM,2,2,18.95
10,C,44,RENTA_MASIVA,2,1,3.53
8,C,46,PREMIUM,3,1,11.71
10,S,40,RENTA_MASIVA,2,1,28.16
4,C,42,PREMIUM,2,2,15.8
10,C,35,NORMAL,1,1,
8,S,53,NORMAL,1,1,4.05
5,S,48,NORMAL,1,1,8.76
9,S,52,PREMIUM,5,1,7.03
1,S,33,PREMIUM,1,1,7.01
10,S,36,NORMAL,1,3,0.55
10,S,42,EMPRESAS,3,1,8.38
6,C,66,PREMIUM,4,1,15.91
10,C,61,RENTA_MASIVA,1,3,11.31
10,S,40,RENTA_MASIVA,2,2,15.11
3,C,42,NORMAL,1,1,37.75
10,C,40,PREMIUM,2,1,
10,C,39,RENTA_MASIVA,1,1,5.11
5,S,77,RENTA_MASIVA,1,1,
5,C,43,NORMAL,1,1,17.4
9,S,45,PREMIUM,4,1,0.75
10,C,60,PREMIUM,2,2,12.96
1,S,39,NORMAL,1,1,27.26
10,C,60,NORMAL,1,1,4.5
4,S,68,NORMAL,1,1,0.05
9,C,59,PREMIUM,1,2,4.16
8,C,45,PREMIUM,2,1,3.33
10,S,51,PREMIUM,3,1,0.73
10,S,53,PREMIUM,1,2,7.55
9,C,54,PREMIUM,1,1,5.23
10,S,61,PREMIUM,1,2,4.73
10,C,58,PREMIUM,3,2,
2,S,36,RENTA_MASIVA,1,1,3.56
9,S,46,PREMIUM,2,2,1.95
7,S,37,RENTA_MASIVA,2,2,
9,S,35,RENTA_MASIVA,2,1,
7,S,39,NORMAL,1,1,2.9
