id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,price_period,title
++1+tWV/GGXoWe6sZlwbJg==,Propiedad,2019-05-03,2020-04-24,2019-05-03,-34.5888788959,-58.4361378487,Argentina,Capital Federal,Palermo,Palermo Soho,,,1.0,1.0,1.0,35.0,30.0,50000.0,,"PH en venta, Palermo SOHO, apto crédito "
++6ABwpS9HhCOP/c4A6VIw==,Propiedad,2019-11-08,2019-11-10,2019-11-08,-38.0202802,-57.570825600000006,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,,55.0,50.0,69000.0,,Ph 3 ambientes con terraza
++8MR1qBfO8USJ9zAS1Sog==,Propiedad,2019-09-09,9999-12-31,2019-09-09,-34.5078727,-58.513377600000005,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Olivos,,,5.0,,2.0,200.0,95.0,249000.0,Mensual,PH - Olivos
++LdGnXnBmS56B7ttTQEzw==,Propiedad,2019-08-14,9999-12-31,2019-08-14,-38.0111349,-57.5462731,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,4.0,3.0,2.0,91.0,,140000.0,,Depto 3 amb con dependencia de servicio. Totalmente externo.
++fiqKs+AUZgn9pKY2l0TQ==,Propiedad,2020-03-29,9999-12-31,2020-03-29,-33.08103,-68.46814,Argentina,Capital Federal,,,,,3.0,2.0,1.0,215.0,100.0,133000.0,,"VENTA PH 3 amb, doble patio terraza San Martín"
++r66VBpFjCvgWDuS1Q0JA==,Propiedad,2019-06-22,9999-12-31,2019-06-22,-34.5362682,-58.5282007,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Munro,,,3.0,,1.0,115.0,80.0,165000.0,Mensual,Hermoso y moderno PH con patio y cochera.
+/AiqyLiXNh7uteekegH0A==,Propiedad,2019-08-28,2019-10-19,2019-08-28,-34.4697573,-58.5080319,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,,,,4.0,,2.0,94.0,90.0,360000.0,Mensual,PH - San Isidro
+/JlTaCcYRGxy3K2muNuxg==,Propiedad,2019-04-20,2020-04-02,2019-04-20,-34.6396464,-58.63449250000001,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Castelar,,,,2.0,1.0,100.0,90.0,125000.0,,Castelar Norte-americana En Muy Buena Ubicación Apto Credito
+/RWpYSGp6NGmp0YyW65gA==,Propiedad,2020-03-09,9999-12-31,2020-03-09,-34.6434239,-58.5037055,Argentina,Capital Federal,Villa Luro,,,,,,,,,159000.0,Mensual,PH 3 AMBIENTES CON TERRAZA
+/h7Xik/YFlhL0MsKY4lzg==,Propiedad,2020-04-02,9999-12-31,2020-04-02,-38.0324721717,-57.57153851060001,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Las Avenidas,,,4.0,3.0,2.0,123.0,92.0,98000.0,Mensual,VENTA PH A LA CALLE 4 AMBIENTES LUMINOSOS COCHERA CUBIERTA Y OTRA DESCUBIERTA DOS BAÑOS TRES DORMITO
+/n7uFSm+2AKNy042QRVZg==,Propiedad,2019-07-05,9999-12-31,2019-07-05,-34.5884646379,-58.485428059700006,Argentina,Capital Federal,Parque Chas,,,,,4.0,3.0,107.0,75.0,250000.0,,"PH 107m² con Plantas en DE LOS CONSTITUYENTES, Av 3600, Capital Federal, Parque Chas, por U$S 250.000"
+0OIUThQxmpr8+k6JCuqzA==,Propiedad,2020-04-03,2020-05-07,2020-04-03,-30.921061699999996,-64.5388208,Argentina,Córdoba,San Esteban,,,,2.0,1.0,1.0,,,38000.0,,Casa 1 dormitorio - San Esteban
+0jinXK9npxHMhu74phoOA==,Propiedad,2020-02-03,9999-12-31,2020-02-03,-34.571907,-58.548402,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,,,,3.0,2.0,1.0,126.0,126.0,92000.0,,Venta PH 3 amb. entrada independiente - San Martin
+17MyaR/sQd5OSA+nX2clg==,Propiedad,2019-10-12,2019-12-10,2019-10-12,-34.6431806,-58.5055762,Argentina,Capital Federal,Liniers,,,,2.0,1.0,1.0,80.0,73.0,128000.0,,ERCILLA 5600 - LINIERS - PH DE 2 1/2 AMB. C/PATIO TODO RECICLADO!
+1bidyMot6PErLGqBUOy8g==,Propiedad,2020-03-19,9999-12-31,2020-03-19,-34.934236600000006,-57.939653899999996,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,La Plata,,,2.0,1.0,,,,69000.0,,Venta de Departamento 1 DORMITORIO en La Plata.
+1iNX+4Z7rt+T5S17ZGfkA==,Propiedad,2019-08-31,2019-12-02,2019-08-31,-38.011807,-57.545755500000006,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Güemes,,,3.0,,1.0,102.0,80.0,220000.0,Mensual,PH - Guemes 
+1kHKBDnXwLZh0o01Gva0w==,Propiedad,2019-11-20,9999-12-31,2019-11-20,-34.6477997,-58.5748983,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,3.0,,2.0,90.0,90.0,135000.0,Mensual,PH - Ramos Mejia Sur
+1pCnYVT2Mr9scbHbLBMwA==,Propiedad,2019-07-18,9999-12-31,2019-07-18,-34.6524687351,-58.5830092019,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Villa Luzuriaga,,,,3.0,2.0,71.0,58.0,105000.0,Mensual,"PH. AL FONDO MUY ESPACIOSO, SIN PAGO DE EXPENSAS."
+1v9aLoALRCsqEU/95x4MA==,Propiedad,2019-11-27,2020-01-21,2019-11-27,-34.535121000000004,-58.487425,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Florida,,,3.0,2.0,2.0,75.0,75.0,120000.0,,VENTA PH 3 AMBIENTES SIN EXPENSAS - VICENTE LOPEZ
+25Rhjpb2JJpolI8AJaPLQ==,Propiedad,2019-11-23,2020-01-21,2019-11-23,-34.611961,-58.512289,Argentina,Capital Federal,Villa Devoto,,,,4.0,3.0,2.0,168.0,128.0,230000.0,,"VENTA PH 4 AMBIENTES, QUINCHO y TERRAZA"
+2cKpE3gvL+wP2WRc4NHkA==,Propiedad,2019-11-29,2019-12-29,2019-11-29,-34.527513,-58.498309,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Florida,,,2.0,1.0,1.0,52.0,50.0,130000.0,,Venta PH 2 amb. 2 Patios  Florida Vicente Lopez
+2erwzY+ymzh30agC+4iJQ==,Propiedad,2020-01-27,9999-12-31,2020-01-27,,,Argentina,Capital Federal,,,,,5.0,4.0,3.0,,,225000.0,,Venta Chalet 5 ambientes Gran Parque Constitución
+2llVOJuyBEcIjD0NA8W/g==,Propiedad,2019-07-19,2019-10-18,2019-07-19,-34.6263281,-58.4467021,Argentina,Capital Federal,Caballito,,,,4.0,,1.0,90.0,90.0,175000.0,Mensual,PH - Caballito - 4 AMBIENTES - 2 DORMITORIOS - COLDWELL BANKER
+2zanYyQDWQ1ZN1OUOMAoQ==,Propiedad,2019-10-12,2019-10-20,2019-10-12,-34.5932724106,-58.436995606800004,Argentina,Capital Federal,Palermo,,,,4.0,3.0,1.0,300.0,165.0,479000.0,,Depto.tipo casa de 4 ambientes en Venta en Palermo
+3tvA7lPGgGudhH+kc1TNg==,Propiedad,2019-10-24,9999-12-31,2019-10-24,-34.6314013905,-58.4771712094,Argentina,Capital Federal,Floresta,,,,,1.0,1.0,52.0,45.0,78000.0,,"PH 52m² en YERBAL 3500, Capital Federal, Floresta, por U$S 78.000"
+437XmMeKyiHn//g4aWGcw==,Propiedad,2020-04-02,9999-12-31,2020-04-02,-34.705975503699996,-58.3869536983,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,6.0,4.0,3.0,,,200000.0,,Casa PH en Venta en Lanus Este
+4J5zE1OndIc1PNlC/Ycew==,Propiedad,2019-11-25,2020-01-13,2019-11-25,-34.640552,-58.535035,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Ciudadela,,,4.0,3.0,2.0,179.0,105.0,79000.0,,PH VENTA 4 AMBIENTES CIUDADELA
+4MsI5SAfM3LNRgj7247Mw==,Propiedad,2020-01-30,9999-12-31,2020-01-30,,,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Haedo,,,3.0,,1.0,85.0,91.0,115000.0,,PH en Venta Haedo / Moron (A023 670)
+4qTjSQY5pHWsle/UVMADA==,Propiedad,2019-04-04,9999-12-31,2019-04-04,-31.2994005,-64.281512,Argentina,Córdoba,Villa Allende,,,,3.0,,3.0,,115.0,155000.0,,DUPLEX EN CONDOMINIO CERRADO EN MB ZONA DE VILLA ALLENDE
+5Cub43LW86aX231rIV/ZA==,Propiedad,2020-03-17,9999-12-31,2020-03-17,-34.680588,-58.33665799999999,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Sarandi,,,3.0,2.0,1.0,179.0,90.0,68000.0,,"Excelente PH 3 amb., quincho con parrilla y patio"
+5J15gZ3CqGtjkkxP6eAfg==,Propiedad,2020-03-26,9999-12-31,2020-03-26,-34.651161200000004,-58.5681731,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,3.0,2.0,1.0,,,140000.0,,PH en 1? piso al frente SIN EXPENSAS en excelente zona Ramos
+5mbKSGHPwsCwGYnRCBXcg==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-34.7451387057,-58.2710239422,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,3.0,2.0,1.0,,,115000.0,,Casa PH en Venta en Quilmes Oeste
+5uaUsh54Lalqhz4geMUhA==,Propiedad,2019-12-05,9999-12-31,2019-12-05,-34.4997379289,-58.5074601404,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Martínez,,,6.0,,2.0,,200.0,315000.0,Mensual,Casa en Venta 4 ambientes Martinez
+6YYCk796g9SnVxaNfpVVQ==,Propiedad,2019-11-25,2020-03-03,2019-11-25,-34.5510234,-58.4743206,Argentina,Capital Federal,Nuñez,,,,6.0,,2.0,150.0,150.0,275000.0,Mensual,PH - Nuñez
+6dt1guHE+L4zZscmZe78A==,Propiedad,2020-02-12,9999-12-31,2020-02-12,-34.695190999999994,-58.360040000000005,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Avellaneda,,,4.0,2.0,1.0,136.0,128.0,75000.0,,PH 4 AMBIENTES C/TERRAZ Y PILETA. PERMUTA
+6k0ayGQAnUDv4/NklCJ1w==,Propiedad,2019-12-13,2020-05-18,2019-12-13,-34.6416956,-58.403812800000004,Argentina,Capital Federal,Boedo,,,,3.0,,2.0,63.0,56.0,109000.0,Mensual,Venta de PH en Parque Patricios con iluminación natural
+6k3DXxSkwHw2o4K3e80Uw==,Propiedad,2019-10-26,9999-12-31,2019-10-26,-34.5329498,-58.49090579999999,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Florida,,,3.0,,1.0,66.0,51.0,115000.0,Mensual,PH 3 AMB AMPLIOS- Florida
+6uYsKQwtWWw65Q5bWjhOg==,Propiedad,2019-11-04,2020-02-28,2019-11-04,-34.6354042,-58.477856,Argentina,Capital Federal,Floresta,,,,6.0,,3.0,187.0,123.0,250000.0,Mensual,PH 6 Ambientes - Ensenada 100 - Floresta -
+71QZCGBfNcx6+W6adPFHw==,Propiedad,2020-02-17,2020-02-18,2020-02-17,-34.5841044735,-58.455351353100006,Argentina,Capital Federal,Chacarita,,,,5.0,4.0,1.0,115.0,,185000.0,Mensual,PH - Chacarita
+7LGyUhkTXMuOfku+f7sCg==,Propiedad,2019-12-03,9999-12-31,2019-12-03,,,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Colina de Peralta Ramos,,,3.0,2.0,1.0,,,126000.0,,3 Amb. 2 Dor. 216 M2. 120 M2 Cub
+7TzMWdn4Ch7+m9CFr0pBw==,Propiedad,2019-06-18,2020-02-14,2019-06-18,-34.4675261258,-58.578803527,Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,Virreyes,,,6.0,,3.0,150.0,,120000.0,Mensual,venta PH muy lindo ubicado en zona en pleno crecimiento zona tranquila
+7h7ZI2TQ+26+rtjv+F3Mg==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-38.274907899999995,-57.838159600000004,Argentina,Buenos Aires Costa Atlántica,Miramar,,,,3.0,2.0,2.0,,,105000.0,,EXCELENTE PH EN ZONA IV
+7k9PCSmbDu/7uZyt7aqKQ==,Propiedad,2019-11-26,2019-12-23,2019-11-26,-34.5807783,-58.5058262,Argentina,Capital Federal,Villa Pueyrredón,,,,2.0,1.0,1.0,70.0,44.0,128000.0,,Helguera 4500. Villa Pueyrredon. 2 amb. Tipo PH  a estrenar. U$D 128000
+7rH0M8Dh7ePt3IUlbW8pg==,Propiedad,2019-10-18,2020-01-19,2019-10-18,-34.543366999999996,-58.482344,Argentina,Capital Federal,Saavedra,,,,3.0,2.0,1.0,110.0,110.0,180000.0,,"Vta PH con 110 m, terraza, cochera /Saavedra"
+7s6WOZxx8HGVWFKwmSYxA==,Propiedad,2020-01-09,2020-01-18,2020-01-09,-34.624944,-58.41095,Argentina,Capital Federal,San Cristobal,,,,5.0,4.0,2.0,205.0,114.0,249000.0,,VENTA  PH 5 amb c/ patio + 2 amb en 1er  piso
+8KbepQNgMdfnMO/4WLIvA==,Propiedad,2019-11-23,2019-12-07,2019-11-23,-34.6102701095,-58.4281131725,Argentina,Capital Federal,Almagro,,,,4.0,3.0,1.0,77.0,77.0,175000.0,,Depto.tipo casa de 4 ambientes en Venta en Almagro
+8LyqpeUaMYE8GjrMsCQfA==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-34.692666913400004,-58.3919846915,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,2.0,1.0,1.0,,,60000.0,,Departamento Tipo Casa en Venta en Lanus Oeste
+8QHtu0RMPU0MiI+EK8o+Q==,Propiedad,2019-09-11,2019-10-13,2019-09-11,-32.9388004,-60.6507382,Argentina,Santa Fe,Rosario,,,,2.0,1.0,1.0,,,65000.0,,Departamento de Pasillo
+8Y/qorCW/WqZPbGDH0dsA==,Propiedad,2020-01-29,2020-02-13,2020-01-29,-34.6152436689,-58.3973575312,Argentina,Capital Federal,Balvanera,,,,4.0,3.0,1.0,73.0,73.0,139000.0,,PH 4 Ambientes S/ Expenas - 1 cuadra de Av Belgrano
+98GHbtChzMAdtZcR5J/+A==,Propiedad,2020-04-06,9999-12-31,2020-04-06,-34.639162499899996,-58.6366001017,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,3.0,2.0,1.0,,,130000.0,,Casa PH en Venta en Castelar Norte
+9CBIvNDI5EXVlqy/XpQUQ==,Propiedad,2019-10-21,9999-12-31,2019-10-21,-34.5919776,-58.405038399999995,Argentina,Capital Federal,Palermo,,,,2.0,,,42.0,42.0,105000.0,Mensual,Ph venta
+9DqARV4dcHSU9NioxDiOA==,Propiedad,2019-11-28,2020-05-12,2019-11-28,-34.476218599999996,-58.5272469,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,San Isidro,,,5.0,3.0,2.0,236.0,130.0,299000.0,,"PH AL FRENTE, 3 DORMITORIOS, COCHERA Y JARDIN. EXCELENTES TERMINACIONES."
+9b34sz+HgaRFKysHlF8oA==,Propiedad,2020-03-28,2020-04-03,2020-03-28,-34.598144042,-58.4165331603,Argentina,Capital Federal,Palermo,,,,4.0,3.0,1.0,72.0,72.0,129000.0,,Depto.tipo casa de 4 ambientes en Venta en Palermo
+9r+9LKjGR8hwW2ZWESVWQ==,Propiedad,2019-11-29,2020-03-04,2019-11-29,,,Argentina,Santa Fe,Rosario,,,,5.0,3.0,4.0,,,340000.0,,VENTA IMPORTANTE CASA 3 DORMITORIOS. JARDÍN Y PISCINA. FISHERTON.
+9zwvGQ0xkQBqqjpK9Xc1A==,Propiedad,2020-02-03,2020-02-12,2020-02-03,-34.609016,-58.423341,Argentina,Capital Federal,Almagro,,,,4.0,3.0,1.0,68.0,58.0,120000.0,,PH en Venta en pleno corazón de Almagro
+ANPEkpBDy/bETXLotBCMQ==,Propiedad,2020-03-07,9999-12-31,2020-03-07,-34.599726000000004,-58.417460999999996,Argentina,Capital Federal,Almagro,,,,3.0,2.0,1.0,73.0,73.0,140000.0,,PH SIN EXPENSAS + FINANCIACION PRIVADA + VENTA
+AQb8fw20fb3UR5LCicI3A==,Propiedad,2019-10-12,2019-10-24,2019-10-12,-34.5783131931,-58.433591156999995,Argentina,Capital Federal,Palermo,Palermo Hollywood,,,3.0,2.0,1.0,60.0,50.0,165000.0,,Hermoso departamento PH de tres ambientes con patio en venta Palermo
+AZpoS8lBhLYvCxwsn1DEA==,Propiedad,2019-10-10,2020-06-05,2019-10-10,,,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,,,284.0,284.0,595000.0,Mensual,PH - Mar Del Plata
+BE4/dTGhSvODdyZW6TTMw==,Propiedad,2019-10-14,2019-10-28,2019-10-14,-34.6056829,-58.408354,Argentina,Capital Federal,Almagro,,,,6.0,5.0,2.0,116.0,116.0,210000.0,,Depto.tipo casa de 6 ambientes en Venta en Almagro
+BMbTvy+8K53UAjBX3zcNQ==,Propiedad,2020-01-21,9999-12-31,2020-01-21,,,Argentina,Capital Federal,,,,,4.0,3.0,3.0,,,420000.0,,EXCELENTE CASA EN BARRIO PRIVADO
+BP964KWjoSAntgP1wsF9w==,Propiedad,2020-04-04,9999-12-31,2020-04-04,-34.6157526296,-58.5181016881,Argentina,Capital Federal,Villa Devoto,,,,4.0,3.0,1.0,,,129000.0,,Departamento Tipo Casa en Venta en Villa Devoto
+BmSedVDHmp5mjOL6xKiDg==,Propiedad,2019-11-09,2019-12-10,2019-11-09,-34.584384,-58.419585,Argentina,Capital Federal,Palermo,,,,4.0,3.0,1.0,89.0,78.0,298000.0,,Venta de PH 4 Ambientes con excelente terraza.
+CIiE8tlNPF/EaBx37oWhA==,Propiedad,2020-04-04,9999-12-31,2020-04-04,-34.7152397412,-58.3341064869,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,2.0,1.0,1.0,,,65000.0,,Casa PH en Venta en Wilde Oeste
+CyLBEZgeL7gm4xZL4Cptw==,Propiedad,2020-01-16,2020-02-13,2020-01-16,-34.5023074794,-58.4945953291,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,La Lucila,,,3.0,2.0,1.0,75.0,67.0,159000.0,,PH en venta en La Lucila 3 ambientes
+D+CN0Wd08+XVYNR5fKqNg==,Propiedad,2020-01-15,9999-12-31,2020-01-15,-34.510681,-58.518,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Olivos,,,4.0,3.0,2.0,138.0,110.0,235000.0,,Venta Duplex 4 amb garage parrilla y jardín
+D+onpTxk7xHwJqkVjSecQ==,Propiedad,2020-02-04,9999-12-31,2020-02-04,-34.9099168,-57.9628488,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,,,,5.0,3.0,2.0,200.0,180.0,190000.0,,Casa en venta en la plata 3 dormitorios con garage y patio con parrilla
+D3Yz4RJRMBp6I3q+kehaQ==,Propiedad,2019-12-07,2019-12-22,2019-12-07,-34.5932724106,-58.436995606800004,Argentina,Capital Federal,Villa Crespo,,,,4.0,3.0,1.0,300.0,165.0,475000.0,,Depto.tipo casa de 4 ambientes en Venta en Villa crespo
+DF8vqdGLxqNlk/x8jG5zQ==,Propiedad,2019-04-12,2020-02-19,2019-04-12,-34.6571744,-58.5651661,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,2.0,,,41.0,39.0,98000.0,Mensual,Ph venta
+DluH6vHoOn25F4k9y/cJw==,Propiedad,2020-03-20,9999-12-31,2020-03-20,-34.494374,-58.5206,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Martínez,,,3.0,2.0,2.0,335.0,305.0,420000.0,,VENTA 3 PH EN BLOQUE EN MARTINEZ 3 AMBIENTES
+DuGePIjkQXltF/WHov8lQ==,Propiedad,2019-11-19,2019-12-19,2019-11-19,-34.624961799999994,-58.514767299999995,Argentina,Capital Federal,Floresta,,,,2.0,,1.0,43.0,39.0,118000.0,Mensual,PH - Monte Castro
+EYjzRDMbj0auAzsCykNew==,Propiedad,2020-01-17,9999-12-31,2020-01-17,-34.6382057,-58.673262300000005,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,,,,3.0,2.0,2.0,92.0,79.0,170313.0,Mensual,PH - Countries/B.Cerrado (Ituzaingó)
+EjWr4+7HjMptpJrHi/IKA==,Propiedad,2019-11-21,2020-02-18,2019-11-21,,,Argentina,Santa Fe,Rosario,,,,3.0,1.0,1.0,,,38000.0,,La Broca 2100
+F3ALfn/t5XDjceH0+qEAw==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-34.7335891558,-58.289692117,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,5.0,2.0,1.0,,,150000.0,,Casa Fondo en Venta en Quilmes Oeste
+F61YEoB7JoYqkgbQB0sMA==,Propiedad,2020-02-03,2020-03-13,2020-02-03,-34.6590635,-58.490266500000004,Argentina,Capital Federal,Mataderos,,,,5.0,4.0,4.0,,280.0,225000.0,Mensual,Oportunidad casa en Mataderos
+FQNJpwo4wdP3vdI7wNx8g==,Propiedad,2019-04-26,9999-12-31,2019-04-26,-34.617450700000006,-58.3753007,Argentina,Capital Federal,San Telmo,,,,3.0,,1.0,63.0,51.0,115000.0,Mensual,PH  3 Ambientes Sin Expensas- San Telmo
+FTxdmpUB48P7SsovHpmHQ==,Propiedad,2019-11-23,2020-01-21,2019-11-23,-34.664840000000005,-58.53196,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Lomas del Mirador,,,2.0,1.0,1.0,54.0,54.0,108000.0,,PH 2 AMB con Terraza y Parrilla
+G6zZcl1x9cMNyES+6jlUQ==,Propiedad,2020-01-06,2020-01-19,2020-01-06,-37.9803,-57.55705699999999,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,94.0,71.0,64900.0,,"Venta PH 3 ambientes entrada de auto,sin expensas!"
+GKJdnTN952vj/qiqNpgYg==,Propiedad,2019-12-08,2020-01-21,2019-12-08,-34.644890999999994,-58.508637,Argentina,Capital Federal,Liniers,,,,3.0,2.0,2.0,120.0,96.0,155000.0,,"PH recicl,3 amb/4 ,2 baños balcon trza/ parrilla"
+GZOjjop9yH3Q53GeB9SvQ==,Propiedad,2019-10-14,2019-10-17,2019-10-14,-34.72553679999999,-58.274584600000004,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,2.0,,1.0,30.0,30.0,48000.0,Mensual,PH - Quilmes
+HGeMNLzrxqPo1Dtg6EzRQ==,Propiedad,2019-08-07,9999-12-31,2019-08-07,-34.6121247,-58.425586200000005,Argentina,Capital Federal,Almagro,,,,7.0,,,226.0,160.0,349000.0,Mensual,Ph venta
+HJPhSBZoS4isynlt2ZJgw==,Propiedad,2020-04-06,9999-12-31,2020-04-06,-34.437462629,-58.5545619611,Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,,,,6.0,4.0,3.0,,,260000.0,,Casa PH en Venta en San Fernando
+HTMHgi8480BKUks9b0DVg==,Propiedad,2019-11-03,2020-03-12,2019-11-03,-38.0045618,-57.5792412,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,100.0,90.0,78000.0,,PH 3 AMB - ITALIA 3600
+HbFoDHAUIOvQQpchB6sdA==,Propiedad,2019-06-03,2020-02-18,2019-06-03,-37.9724197,-57.60272439999999,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,2.0,1.0,1.0,54.0,,40000.0,,PH - Dorrego
+HrJeTpFxYBoa2zEG+G/Qg==,Propiedad,2019-11-26,9999-12-31,2019-11-26,-34.7105369,-58.378747499999996,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Lanús,,,2.0,,1.0,75.0,60.0,95000.0,Mensual,PH - Lanús Este
+I4Yd0EXD1z4JsYoCopOWw==,Propiedad,2019-09-25,9999-12-31,2019-09-25,-34.62478970000001,-58.38447360000001,Argentina,Capital Federal,Constitución,,,,3.0,,1.0,77.0,50.0,90000.0,Mensual,PH - Constitución
+IEyncVyz3sLLrO8UQRUXQ==,Propiedad,2019-06-15,9999-12-31,2019-06-15,-34.5975897406,-58.461223062100004,Argentina,Capital Federal,Paternal,,,,2.0,,1.0,,42.0,95000.0,Mensual,PH - Villa Crespo - Luminoso- 2 Ambientes- Sin expensas - Oportunidad
+IPHaPVwkdn+mZDVMMGHQw==,Propiedad,2019-08-15,9999-12-31,2019-08-15,-34.611710200000005,-58.4885017,Argentina,Capital Federal,Villa del Parque,,,,4.0,,2.0,146.0,146.0,240000.0,Mensual,PH - Villa del Parque
+IthaDUppmdlS8Xt4xE3pg==,Propiedad,2020-04-05,9999-12-31,2020-04-05,-34.7207086223,-58.267494155200005,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,4.0,2.0,2.0,,,130000.0,,Casa PH en Venta en Quilmes Oeste
+JsYObBm3XU+6KMWSw9Psg==,Propiedad,2020-03-07,9999-12-31,2020-03-07,-34.575399,-58.444283,Argentina,Capital Federal,Colegiales,,,,5.0,3.0,1.0,160.0,128.0,340000.0,,"Venta PH 5 ambientes en colegiales ""SIN EXPENSAS"""
+JxOcqeQlKwthp60//FF6Q==,Propiedad,2019-10-10,9999-12-31,2019-10-10,-34.6063651,-58.507132299999995,Argentina,Capital Federal,Villa Devoto,,,,,,,61.0,61.0,135000.0,,Oportunidad PH 3 amb. Planta baja al frente - Villa Devoto
+K2roiGaexeMxgbzZoBOKQ==,Propiedad,2019-10-25,9999-12-31,2019-10-25,-38.0361318,-57.5670628,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,,4.0,2.0,200.0,200.0,95000.0,,PH 5 Ambientes en Barrio Las Avenidas 
+KoWgTm6bvVONEhg1Nik7A==,Propiedad,2019-10-13,2019-11-12,2019-10-13,-34.5897090061,-58.4911932388,Argentina,Capital Federal,Agronomía,,,,4.0,3.0,1.0,145.0,95.0,169000.0,,Venta PH 4 ambientes Agronomía
+Kthzpy5e8u92NcQtUzAYw==,Propiedad,2019-09-20,2019-12-17,2019-09-20,-34.56957,-58.493593999999995,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,136.0,120.0,299000.0,,VENTA PH 3 AMBIENTES VILLA URQUIZA
+Kvg7fmVxcXuK4TH6kEGvw==,Propiedad,2019-04-08,9999-12-31,2019-04-08,-34.9192727325,-54.962270846,Uruguay,Maldonado,Punta del Este,,,,4.0,3.0,3.0,107.0,107.0,225000.0,Mensual,PH EN VENTA
+LPyR9pRD6MacPSji3y1yQ==,Propiedad,2020-01-02,9999-12-31,2020-01-02,-34.585431400000004,-58.4396172,Argentina,Capital Federal,Palermo,,,,6.0,,3.0,176.0,135.0,440000.0,Mensual,Venta PH 6 Amb. Palermo Hollywood Terraza Cochera
+LQ87gxNQF6WWGe612U9Tw==,Propiedad,2019-09-06,2019-10-01,2019-09-06,-34.5362097,-58.4866956,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Florida,,,2.0,,1.0,,75.0,130000.0,Mensual,PH - Florida
+LdOXDmT2P3s4s7VJ1ly2w==,Propiedad,2019-11-14,9999-12-31,2019-11-14,-34.5270222,-58.5274297,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Munro,,,4.0,,2.0,128.0,128.0,237000.0,Mensual,Casa - Munro
+LelIH1ovNC2BiZPwkMdUg==,Propiedad,2019-09-05,9999-12-31,2019-09-05,-38.0199376,-57.564676299999995,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,63.0,75000.0,,PH 3 AMBIENTES 
