id,property_type,Barrio,lat,lon,Dist a Comisaria (km),Distancia a Hospital  Publico(km),Distancia a Estación Subte (km),Distancia a Biblioteca (km),Distancia a punto de Wifi  público(km),Distancia a Escuela Privada,Distancia a Escuela Pública,Distancia a Espacio Verde (km),Distancia a Espacio Verde (km),Calles Anegadas,Calles Anegadas,Superficie (m2),Precio M2 (U$S),Ambientes
1616,apartment,Barrio Norte,-34.594356,-58.407569,0.08364684,0.41286,0.3057561943,0.3892169162,0.8109619606,0.1565432,0.0220557,0.2781112,0.263037,2.256598,2.256598,86,3324.244186,3
1617,apartment,Barrio Norte,-34.594356,-58.407569,0.08364684,0.41286,0.3057561943,0.3892169162,0.8109619606,0.1565432,0.0220557,0.2781112,0.263037,2.256598,2.256598,86,3382.5581395,3
1618,apartment,Barrio Norte,-34.594356,-58.407569,0.08364684,0.41286,0.3057561943,0.3892169162,0.8109619606,0.1565432,0.0220557,0.2781112,0.263037,2.256598,2.256598,86,3440.8837209,3
1619,apartment,Barrio Norte,-34.594356,-58.407569,0.08364684,0.41286,0.3057561943,0.3892169162,0.8109619606,0.1565432,0.0220557,0.2781112,0.263037,2.256598,2.256598,84,3625.3690476,3
1620,apartment,Barrio Norte,-34.594356,-58.407569,0.08364684,0.41286,0.3057561943,0.3892169162,0.8109619606,0.1565432,0.0220557,0.2781112,0.263037,2.256598,2.256598,65,4176.0307692,1
1621,apartment,Balvanera,-34.603504,-58.407593,0.32992056,1.11501,0.2249466616,0.3727916162,0.209316593,0.0337448,0.2272677,0.712859,0.6928012,2.8727921,2.8474507,38,1760.5263158,2
1622,apartment,Barrio Norte,-34.588892,-58.407599,0.58310376,0.71811,0.307429813,0.660255254,0.2497884222,0.1574918,0.376587,0.4087202,0.3972133,1.9143095,1.8893199,95,1968.4210526,3
1623,apartment,Barrio Norte,-34.592665,-58.407621,0.17784178,0.44162,0.1227139455,0.3968401031,0.6269427497,0.1198579,0.1502613,0.2940916,0.2796779,2.1712785,2.1712785,100,3060,4
1624,apartment,Barrio Norte,-34.591148,-58.407637,0.33702607,0.52886,0.0692064551,0.4746674704,0.4657714529,0.0425775,0.244793,0.3892856,0.3841175,2.1078284,2.0762867,165,2272.7272727,4
1625,apartment,Balvanera,-34.604364,-58.407664,0.35859583,1.20235,0.2033404522,0.2768640099,0.3038006977,0.068635,0.2389609,0.6169245,0.596892,2.905296,2.8990229,78,2820.5128205,3
1626,apartment,Palermo,-34.581698,-58.407684,0.54976547,0.09568,0.7997135431,1.39130625,0.3085196269,0.1175977,0.2656657,0.2620171,0.2619242,1.4062151,1.3956396,48,3854.1666667,2
1627,apartment,Abasto,-34.601199,-58.407703,0.40572352,0.87685,0.420503379,0.6283474542,0.0532741712,0.0907757,0.1024974,0.4856258,0.4856258,2.6867683,2.6742457,44,1588.6363636,2
1628,house,San Cristobal,-34.619622,-58.407754,0.31585275,0.27678,0.5609681816,0.9874940124,0.5894176159,0.2236882,0.0674509,0.4531292,0.4531292,3.6923507,3.6847616,600,500,1
1629,apartment,Palermo,-34.585604,-58.407761,0.72459255,0.50329,0.4366880128,0.9766671409,0.2378129101,0.3657029,0.0932423,0.0606394,0.0367416,1.6450219,1.6319162,77,2467.5324675,3
1630,apartment,Recoleta,-34.592499,-58.407849,0.20414972,0.43017,0.1155164091,0.3832391482,0.6037732061,0.1111683,0.1745486,0.2827813,0.270274,2.1447977,2.1447977,80,2112.5,2
1631,apartment,Barrio Norte,-34.59747,-58.407879,0.3920253,0.5299,0.605460252,0.5460993879,0.4645414424,0.2113118,0.1538299,0.0893953,0.0893953,2.413616,2.413616,63,2936.5079365,2
1632,apartment,Recoleta,-34.594996,-58.40789,0.14795997,0.3934,0.3806179246,0.3803427091,0.7399298633,0.0799232,0.061027,0.2146172,0.2118306,2.264899,2.264899,105,3714.2857143,5
1633,apartment,Barrio Norte,-34.582234,-58.407931,0.53591161,0.1547,0.7360367931,1.327770142,0.3665677115,0.1138489,0.2162876,0.2551148,0.2551148,1.414675,1.4041402,210,7571.4285714,5
1634,apartment,Barrio Norte,-34.582234,-58.407931,0.53591161,0.1547,0.7360367931,1.327770142,0.3665677115,0.1138489,0.2162876,0.2551148,0.2551148,1.414675,1.4041402,160,2187.5,4
1635,apartment,Barrio Norte,-34.582234,-58.407931,0.53591161,0.1547,0.7360367931,1.327770142,0.3665677115,0.1138489,0.2162876,0.2551148,0.2551148,1.414675,1.4041402,76,2526.3157895,3
1636,apartment,Barrio Norte,-34.582234,-58.407931,0.53591161,0.1547,0.7360367931,1.327770142,0.3665677115,0.1138489,0.2162876,0.2551148,0.2551148,1.414675,1.4041402,68,2500,3
1637,apartment,Barrio Norte,-34.582234,-58.407931,0.53591161,0.1547,0.7360367931,1.327770142,0.3665677115,0.1138489,0.2162876,0.2551148,0.2551148,1.414675,1.4041402,240,3958.3333333,4
1638,apartment,Barrio Norte,-34.582234,-58.407931,0.53591161,0.1547,0.7360367931,1.327770142,0.3665677115,0.1138489,0.2162876,0.2551148,0.2551148,1.414675,1.4041402,102,3627.4509804,2
1639,apartment,Barrio Norte,-34.582234,-58.407931,0.53591161,0.1547,0.7360367931,1.327770142,0.3665677115,0.1138489,0.2162876,0.2551148,0.2551148,1.414675,1.4041402,59,2186.440678,2
1640,apartment,Barrio Norte,-34.582234,-58.407931,0.53591161,0.1547,0.7360367931,1.327770142,0.3665677115,0.1138489,0.2162876,0.2551148,0.2551148,1.414675,1.4041402,50,2580,2
1641,apartment,Barrio Norte,-34.582234,-58.407931,0.53591161,0.1547,0.7360367931,1.327770142,0.3665677115,0.1138489,0.2162876,0.2551148,0.2551148,1.414675,1.4041402,83,2084.3373494,2
1642,apartment,Barrio Norte,-34.582234,-58.407931,0.53591161,0.1547,0.7360367931,1.327770142,0.3665677115,0.1138489,0.2162876,0.2551148,0.2551148,1.414675,1.4041402,85,2588.2352941,2
1643,apartment,Barrio Norte,-34.582234,-58.407931,0.53591161,0.1547,0.7360367931,1.327770142,0.3665677115,0.1138489,0.2162876,0.2551148,0.2551148,1.414675,1.4041402,39,2692.3076923,1
1644,apartment,Barrio Norte,-34.582234,-58.407931,0.53591161,0.1547,0.7360367931,1.327770142,0.3665677115,0.1138489,0.2162876,0.2551148,0.2551148,1.414675,1.4041402,44,2840.9090909,1
1645,apartment,Palermo,-34.590994,-58.407949,0.36151525,0.51883,0.1011930384,0.4634233717,0.4400993859,0.0758159,0.276106,0.3830593,0.3799812,2.0761917,2.0450589,98,2734.6938776,3
1646,apartment,Barrio Norte,-34.59506,-58.40796,0.1575194,0.38887,0.3887916607,0.3771031451,0.7328096301,0.0705301,0.0705536,0.2096519,0.2068495,2.262858,2.262858,104,2163.4615385,4
1647,apartment,Abasto,-34.604595,-58.407972,0.39439953,1.2176,0.2313714958,0.2499150249,0.3286426154,0.0946654,0.2046581,0.5893637,0.5690462,2.884199,2.8778777,83,963.8554217,3
1648,apartment,Barrio Norte,-34.589458,-58.408015,0.52801647,0.64463,0.2541592746,0.5868159892,0.2796737386,0.139448,0.423992,0.4675921,0.4585172,1.9379437,1.9100043,85,2588.2352941,3
1649,apartment,Abasto,-34.600827,-58.408072,0.45704625,0.82465,0.4732662255,0.6694430511,0.0918962716,0.0596373,0.0734101,0.4487583,0.4487583,2.6339009,2.6220995,25,2200,1
1650,apartment,Abasto,-34.605408,-58.40812,0.44908242,1.30015,0.265120779,0.1601652547,0.4195092999,0.1755976,0.1894366,0.49843,0.478006,2.8950525,2.8885973,50,1698,3
1651,apartment,Once,-34.598076,-58.408177,0.46442754,0.5607,0.66704716,0.5832380619,0.3977657654,0.2181338,0.0830458,0.1602711,0.1602711,2.4313072,2.4313072,28,2857.1428571,1
1652,apartment,Palermo,-34.596956,-58.40822,0.34840776,0.46826,0.6007791192,0.4824864742,0.5224668861,0.1502144,0.2075562,0.0890892,0.0882819,2.3552405,2.3552405,64,3359.375,2
1653,apartment,Palermo,-34.582854,-58.408222,0.52865845,0.22651,0.6622083074,1.254187264,0.436037922,0.1460001,0.17102,0.2662899,0.2662899,1.4275518,1.4170896,87,2402.2988506,3
1654,apartment,Palermo,-34.582854,-58.408222,0.52865845,0.22651,0.6622083074,1.254187264,0.436037922,0.1460001,0.17102,0.2662899,0.2662899,1.4275518,1.4170896,87,2402.2988506,3
1655,apartment,Barrio Norte,-34.601002,-58.408222,0.45755323,0.83626,0.4639681528,0.6503469208,0.0765319669,0.0414584,0.0972474,0.4703695,0.4703695,2.6368884,2.6233343,37,2135.1351351,2
1656,apartment,Palermo,-34.586644,-58.408278,0.71159779,0.62576,0.3282616265,0.8515787687,0.1249388435,0.3367629,0.119625,0.153729,0.147486,1.6890342,1.6700128,280,2435.7142857,4
1657,apartment,Recoleta,-34.588144,-58.408296,0.67637741,0.75668,0.2745847023,0.698733369,0.1455079338,0.2192814,0.2809976,0.3207093,0.3134206,1.8095919,1.7850032,92,2608.6956522,3
1658,apartment,Barrio Norte,-34.586561,-58.408303,0.71097337,0.61719,0.3314581578,0.8593111355,0.1281768975,0.3431419,0.1102205,0.1445092,0.1388348,1.6809005,1.6621322,110,3636.3636364,4
1659,apartment,Boedo,-34.629529,-58.408342,0.60907311,0.7839,0.5515345527,0.8858311172,0.2134413515,0.1143576,0.1425887,0.343675,0.343675,4.049424,3.9808785,46,2717.3913043,1
1660,apartment,Palermo,-34.593131,-58.408346,0.18265099,0.36104,0.1993235232,0.3192119771,0.6638969493,0.0432819,0.1754191,0.2142772,0.1979601,2.1320597,2.1320597,148,1925.6756757,5
1661,apartment,Barrio Norte,-34.586425,-58.408347,0.70995254,0.60327,0.3369889742,0.8719579009,0.1345674572,0.3537538,0.0947441,0.1295094,0.1250031,1.6674059,1.6490487,96,2187.5,3
1662,apartment,Barrio Norte,-34.586425,-58.408347,0.70995254,0.60327,0.3369889742,0.8719579009,0.1345674572,0.3537538,0.0947441,0.1295094,0.1250031,1.6674059,1.6490487,65,2306.1538462,3
1663,apartment,Balvanera,-34.605347,-58.408348,0.46321528,1.28794,0.2821431232,0.1701499353,0.414179245,0.1840788,0.1675873,0.5051043,0.4844598,2.8730972,2.8666429,80,1500,3
1664,apartment,Balvanera,-34.605347,-58.408348,0.46321528,1.28794,0.2821431232,0.1701499353,0.414179245,0.1840788,0.1675873,0.5051043,0.4844598,2.8730972,2.8666429,80,1500,2
1665,apartment,Barrio Norte,-34.59475,-58.408351,0.16703426,0.34645,0.3640537857,0.3311397691,0.7683244353,0.0957683,0.0805532,0.2200654,0.2126364,2.2146448,2.2146448,51,2549.0196078,3
1666,apartment,Palermo,-34.580784,-58.408361,0.48865702,0.14052,0.8498869846,1.401688092,0.3089128445,0.2302019,0.2970437,0.2088099,0.2084221,1.3061087,1.2955135,60,4333.3333333,3
1667,apartment,Abasto,-34.600968,-58.408415,0.47454418,0.8255,0.4625389089,0.6550410686,0.0877667993,0.0247092,0.1054318,0.4703279,0.4703279,2.621335,2.6071415,43,1744.1860465,2
1668,apartment,Palermo,-34.580404,-58.408418,0.49000626,0.16225,0.8706673298,1.398985516,0.3021761222,0.2651817,0.3312879,0.2214522,0.2209631,1.284408,1.2738125,145,5379.3103448,4
1669,apartment,Palermo,-34.596168,-58.408434,0.28052197,0.39936,0.5184715747,0.4066712429,0.6112782342,0.062659,0.1993901,0.1320957,0.1296541,2.2901332,2.2901332,48,2604.1666667,1
1670,apartment,Abasto,-34.602949,-58.408446,0.40748826,1.03002,0.3236987037,0.4355124179,0.153160682,0.1078893,0.2686946,0.6874035,0.6874035,2.7740826,2.7480492,39,1846.1538462,1
1671,apartment,Palermo,-34.593059,-58.408466,0.1962572,0.35344,0.1990651683,0.3103352985,0.6543888432,0.0324952,0.1875506,0.2061741,0.1909206,2.1186949,2.1186949,83,2590.3614458,4
1672,apartment,Recoleta,-34.598716,-58.408473,0.54048829,0.60206,0.6687627864,0.630071511,0.3297416494,0.1995913,0.0247306,0.2355631,0.2355631,2.453538,2.4521104,35,2340,1
1673,apartment,Palermo,-34.586008,-58.408496,0.70773179,0.56152,0.3567837573,0.9108967369,0.1615318823,0.3878579,0.0473524,0.0853252,0.0853252,1.6253363,1.6082399,225,4222.2222222,5
1674,apartment,Palermo,-34.580434,-58.408544,0.47802798,0.17075,0.8594801783,1.387222888,0.3141696013,0.2701114,0.3231505,0.2097829,0.2092872,1.2750724,1.2644763,80,3437.5,3
1675,apartment,Once,-34.610328,-58.408573,0.75054579,0.82169,0.1798081281,0.1549582816,0.9686385095,0.2682073,0.3259635,0.0569585,0.0552207,3.0559382,3.0488528,53,1735.8490566,3
1676,apartment,Once,-34.610313,-58.408576,0.75218923,0.82331,0.1795516752,0.1554798576,0.9669889956,0.2694153,0.3270615,0.0556563,0.0538716,3.0549508,3.0478667,57,1666.6666667,3
1677,apartment,San Cristobal,-34.627125,-58.408629,0.50934904,1.01556,0.2841916091,1.154699351,0.4459107006,0.2036031,0.2449588,0.1054207,0.1054207,4.0883204,4.0163284,49,1448.9795918,1
1678,apartment,Palermo,-34.581375,-58.408659,0.45848869,0.16423,0.7907236403,1.373009914,0.3609629263,0.2131673,0.227049,0.1703829,0.1701953,1.3103181,1.2997473,160,2218.75,4
1679,apartment,Palermo,-34.590358,-58.40866,0.45085275,0.52878,0.197342642,0.4710767097,0.3548606574,0.1709197,0.3722589,0.4079039,0.4079039,1.9814755,1.9491165,150,1986.6666667,4
1680,apartment,Once,-34.611501,-58.408685,0.61956829,0.69082,0.2603003473,0.1412833033,1.099600103,0.1694137,0.2202451,0.1840859,0.1831486,3.1071048,3.0999093,88,1135.2272727,4
1681,apartment,Palermo,-34.580272,-58.4087,0.46796321,0.19198,0.8595210165,1.374407353,0.3249498365,0.2930939,0.333844,0.207835,0.2072892,1.2548958,1.2443008,45,3333.3333333,3
1682,apartment,Almagro,-34.603495,-58.408701,0.43098358,1.08083,0.2877464198,0.3786600948,0.2182257954,0.0879195,0.2100271,0.7123311,0.6915022,2.7908576,2.7722766,41,1948.7804878,1
1683,apartment,Balvanera,-34.610239,-58.408706,0.75958546,0.83023,0.1887241545,0.1492916123,0.9595879172,0.2687819,0.3415179,0.0565817,0.0542171,3.0406229,3.0335409,80,1437.5,4
1684,apartment,Once,-34.611471,-58.408707,0.62274541,0.69389,0.2593281698,0.1380534601,1.096398124,0.1694847,0.2217035,0.1812625,0.180283,3.1037371,3.0965432,55,1527.2727273,2
1685,apartment,Palermo,-34.581819,-58.408742,0.45485574,0.1858,0.7519444148,1.355340398,0.3931959765,0.198181,0.1834409,0.1696931,0.1696931,1.3272289,1.3166913,95,2368.4210526,4
1686,apartment,Palermo,-34.587214,-58.408757,0.6598592,0.69745,0.2587063968,0.7765085903,0.0623611919,0.2596075,0.1740056,0.2215899,0.219947,1.7043644,1.6816497,128,2656.25,4
1687,apartment,Palermo,-34.587214,-58.408757,0.6598592,0.69745,0.2587063968,0.7765085903,0.0623611919,0.2596075,0.1740056,0.2215899,0.219947,1.7043644,1.6816497,128,2656.25,4
1688,apartment,Once,-34.611375,-58.408759,0.63307428,0.70396,0.2553494027,0.1295429576,1.086061864,0.1716622,0.2276945,0.1720581,0.1709624,3.0944509,3.0872632,40,1700,3
1689,apartment,Balvanera,-34.611375,-58.408759,0.63307428,0.70396,0.2553494027,0.1295429576,1.086061864,0.1716622,0.2276945,0.1720581,0.1709624,3.0944509,3.0872632,45,1553.3333333,3
1690,PH,Balvanera,-34.611473,-58.408764,0.62215862,0.69307,0.263194168,0.1334077488,1.096976049,0.1649965,0.2184588,0.1827183,0.1816593,3.0992584,3.0920622,98,1275.5102041,3
1691,apartment,Palermo,-34.582031,-58.408828,0.45087861,0.20343,0.7270643296,1.330634604,0.4132627422,0.1989833,0.160872,0.1706263,0.1706263,1.3322282,1.3217128,95,2368.4210526,4
1692,apartment,Palermo,-34.594524,-58.408916,0.20721367,0.2914,0.3601042774,0.2739675192,0.7977043911,0.1318841,0.1291342,0.1626585,0.1553019,2.1571987,2.1571987,28,2821.4285714,1
1693,apartment,Palermo,-34.58765,-58.408983,0.63670374,0.74963,0.2213854959,0.723790667,0.0621705054,0.2081553,0.2233311,0.2734778,0.2725712,1.7267507,1.7017348,136,2830.8823529,4
1694,apartment,Palermo,-34.58765,-58.408983,0.63670374,0.74963,0.2213854959,0.723790667,0.0621705054,0.2081553,0.2233311,0.2734778,0.2725712,1.7267507,1.7017348,136,2830.8823529,4
1695,apartment,Palermo,-34.585992,-58.408989,0.66486909,0.57335,0.3272418451,0.8988318988,0.1443298381,0.3718139,0.0426561,0.1041301,0.1041301,1.5916617,1.5730509,245,3877.5510204,5
1696,apartment,Barrio Norte,-34.581678,-58.408994,0.43004127,0.20192,0.746869209,1.342826506,0.4042967641,0.1963548,0.181928,0.1433559,0.1433294,1.2993992,1.2888596,95,2368.4210526,4
1697,apartment,Palermo,-34.587559,-58.409052,0.63060581,0.74151,0.2186573225,0.7311247601,0.0504546642,0.2126447,0.2138923,0.265269,0.2652641,1.7149579,1.690044,370,3783.7837838,6
1698,apartment,Barrio Norte,-34.59588,-58.40908,0.29481617,0.33236,0.5047541044,0.3414807831,0.6502663678,0.0740317,0.2068282,0.1991047,0.1967192,2.2230379,2.2230379,112,1919.6428571,3
1699,apartment,Caballito,-34.621249,-58.409158,0.46744478,0.40166,0.3791854707,1.148451964,0.3782314836,0.142373,0.0733002,0.5950483,0.5921568,3.7182598,3.710616,36,1916.6666667,2
1700,apartment,Barrio Norte,-34.587595,-58.40918,0.61877054,0.74857,0.2062654623,0.7234515639,0.0464826267,0.2028404,0.2195394,0.272463,0.272463,1.7103141,1.6848596,216,3125,4
1701,apartment,Palermo,-34.587595,-58.40918,0.61877054,0.74857,0.2062654623,0.7234515639,0.0464826267,0.2028404,0.2195394,0.272463,0.272463,1.7103141,1.6848596,271,2767.5276753,4
1702,apartment,Barrio Norte,-34.587595,-58.40918,0.61877054,0.74857,0.2062654623,0.7234515639,0.0464826267,0.2028404,0.2195394,0.272463,0.272463,1.7103141,1.6848596,216,3125,4
1703,apartment,Palermo,-34.578795,-58.409184,0.49416017,0.33518,0.9421664873,1.354859217,0.3833908901,0.2874845,0.1988257,0.3134712,0.3127848,1.1586463,1.1481441,137,2737.2262774,4
1704,apartment,Palermo,-34.58253,-58.409198,0.43232248,0.26208,0.6639057791,1.269591243,0.4741278295,0.1739831,0.0988811,0.1754877,0.1754877,1.3328882,1.3224496,100,2350,4
1705,apartment,Palermo,-34.58253,-58.409198,0.43232248,0.26208,0.6639057791,1.269591243,0.4741278295,0.1739831,0.0988811,0.1754877,0.1754877,1.3328882,1.3224496,100,2380,4
1706,apartment,Barrio Norte,-34.581138,-58.409218,0.40737315,0.21336,0.7630450559,1.321965332,0.3963369112,0.2038945,0.2267882,0.1223517,0.1220229,1.2526926,1.2421219,160,2218.75,4
1707,apartment,Barrio Norte,-34.592164,-58.409248,0.31489024,0.34313,0.2003612524,0.2886953461,0.548955289,0.0894805,0.3080239,0.2071098,0.205868,2.0122988,2.0122988,115,1643.4782609,4
1708,apartment,Palermo,-34.578945,-58.409253,0.47971194,0.32651,0.9254620037,1.345266139,0.3848067389,0.2982756,0.200803,0.2956303,0.2949441,1.1572789,1.1467561,186,2903.2258065,4
1709,apartment,Barrio Norte,-34.600921,-58.409259,0.5442768,0.79231,0.4197278167,0.6697130105,0.146670409,0.0551259,0.1659536,0.4887212,0.4887212,2.5615546,2.5438306,75,1666.6666667,3
1710,apartment,Palermo,-34.578958,-58.409261,0.47831454,0.32591,0.9238932786,1.344261189,0.3851473207,0.2994187,0.2008879,0.2940116,0.2933253,1.1569961,1.1464716,265,2867.9245283,4
1711,apartment,Barrio Norte,-34.591917,-58.409334,0.3396381,0.3562,0.2017668678,0.3003278771,0.5212721223,0.1152091,0.323753,0.2256379,0.2256379,1.9942218,1.9942218,100,2580,4
1712,apartment,Parque Patricios,-34.63479,-58.40937,0.80371044,0.60638,0.4034480646,0.3407699117,0.3404567557,0.4567651,0.1830123,0.6212603,0.6212603,3.8413114,3.8265561,48,1500,2
1713,apartment,Abasto,-34.605525,-58.409488,0.56420733,1.28377,0.2630746082,0.2031865206,0.4553893909,0.2505415,0.0803659,0.4980216,0.4768429,2.7787571,2.7722319,89,1438.2022472,4
1714,apartment,Palermo,-34.581087,-58.409495,0.38226434,0.23882,0.7460738626,1.296693347,0.418126982,0.1872172,0.2248296,0.0995651,0.0991693,1.2275709,1.2170045,168,2500,5
1715,apartment,Barrio Norte,-34.595773,-58.409496,0.31658505,0.29442,0.5084444123,0.3063919922,0.669198588,0.1073295,0.1758828,0.1823112,0.1821405,2.1846429,2.1846429,62,2032.2580645,3
1716,apartment,Barrio Norte,-34.595773,-58.409496,0.31658505,0.29442,0.5084444123,0.3063919922,0.669198588,0.1073295,0.1758828,0.1823112,0.1821405,2.1846429,2.1846429,110,2181.8181818,3
1717,apartment,Barrio Norte,-34.595773,-58.409496,0.31658505,0.29442,0.5084444123,0.3063919922,0.669198588,0.1073295,0.1758828,0.1823112,0.1821405,2.1846429,2.1846429,61,1950.8196721,3
1718,apartment,Palermo,-34.598173,-58.409541,0.52384381,0.50029,0.6882674706,0.5333710419,0.4138432397,0.1799707,0.1397135,0.2558577,0.2558577,2.3394003,2.3376135,176,982.9545455,3
1719,apartment,Once,-34.610186,-58.409561,0.76475693,0.832,0.264361595,0.0984093704,0.9627942027,0.1903439,0.3257715,0.1234925,0.1204934,2.9679287,2.9608177,70,1714.2857143,4
1720,apartment,Palermo,-34.580777,-58.409595,0.37657715,0.25119,0.7604825683,1.288749635,0.4167585018,0.205207,0.256774,0.1085448,0.1079842,1.2036496,1.1930682,152,2618.4210526,4
1721,apartment,Parque Patricios,-34.632527,-58.409597,0.91404759,0.67878,0.6118466935,0.5802513932,0.1703753736,0.2042848,0.1667887,0.6936817,0.6936817,3.9994339,3.9906817,40,2125,1
1722,apartment,Palermo,-34.59281,-58.409691,0.30677036,0.26669,0.266547941,0.2152148744,0.621029185,0.0245941,0.2369674,0.1255912,0.1232915,2.0054579,2.0054579,48,2187.5,2
1723,apartment,Palermo,-34.59281,-58.409691,0.30677036,0.26669,0.266547941,0.2152148744,0.621029185,0.0245941,0.2369674,0.1255912,0.1232915,2.0054579,2.0054579,67,2014.9253731,3
1724,apartment,Recoleta,-34.592796,-58.409721,0.30992837,0.26536,0.2681858382,0.2135713145,0.6195812407,0.0277262,0.2370849,0.1249876,0.1233117,2.0023043,2.0023043,50,2400,3
1725,apartment,Once,-34.610222,-58.409754,0.76170535,0.82808,0.2824528806,0.0874127778,0.9696601462,0.173514,0.319355,0.1416011,0.1385985,2.9539886,2.9468663,35,2000,1
1726,apartment,Palermo,-34.578721,-58.409765,0.45601292,0.37675,0.9143952198,1.304651171,0.4367266181,0.3004548,0.1476936,0.3047986,0.3041065,1.1051982,1.0946876,100,2600,4
1727,apartment,Palermo,-34.581029,-58.409789,0.35578906,0.26598,0.7289165926,1.26991483,0.4416245783,0.1723893,0.2264591,0.0778522,0.0773536,1.2007458,1.1901841,126,3158.7301587,3
1728,apartment,San Nicolás,-34.602605,-58.409806,0.53531655,0.95943,0.2429263086,0.5011612988,0.203298537,0.2034879,0.2407842,0.6817009,0.6817009,2.6610001,2.6306392,46,2500,1
1729,apartment,Palermo,-34.579895,-58.409822,0.38361264,0.30235,0.8123694451,1.276601429,0.4241288281,0.2150535,0.2388005,0.1780176,0.1773283,1.1438323,1.1332372,190,2315.7894737,4
1730,apartment,Palermo,-34.580911,-58.409839,0.35246678,0.27148,0.7337648244,1.265762427,0.4422493116,0.1794957,0.2390581,0.0818049,0.0812328,1.1905471,1.1799789,66,2954.5454545,3
1731,apartment,Palermo,-34.591347,-58.409847,0.417932,0.37637,0.2482397943,0.3183861416,0.4592753836,0.1810694,0.3847021,0.2662291,0.2662291,1.926654,1.926654,103,1893.2038835,3
1732,apartment,Abasto,-34.60262,-58.409873,0.54120205,0.95975,0.2372913058,0.5017136936,0.2094042388,0.2081033,0.2376899,0.6853935,0.6853935,2.6581007,2.6273364,87,1153.7356322,2
1733,apartment,Abasto,-34.60262,-58.409873,0.54120205,0.95975,0.2372913058,0.5017136936,0.2094042388,0.2081033,0.2376899,0.6853935,0.6853935,2.6581007,2.6273364,81,932.8271605,1
1734,apartment,Palermo,-34.578677,-58.409875,0.45128166,0.38732,0.9120406073,1.295938363,0.4477865652,0.2976904,0.1365195,0.3074809,0.3067902,1.09415,1.0836417,312,2179.4871795,4
1735,apartment,Balvanera,-34.61272,-58.409886,0.4859653,0.55049,0.4346018304,0.1967226182,1.177167054,0.0584082,0.0458884,0.1883698,0.1877357,3.080267,3.0729336,82,1365.8536585,4
1736,apartment,Palermo,-34.585573,-58.409923,0.58884215,0.56637,0.3222322435,0.9244151474,0.1902946874,0.3438841,0.0558868,0.1547449,0.1547449,1.4982367,1.4782678,250,4400,3
1737,apartment,San Cristobal,-34.62749,-58.410025,0.64328967,1.05693,0.3214469903,1.132747033,0.3920418081,0.2504635,0.180296,0.2336733,0.2336733,4.1788392,4.1414574,36,1861.1111111,2
1738,apartment,Parque Patricios,-34.629982,-58.410102,0.76795831,0.86505,0.597115126,0.8646236829,0.1169955694,0.0573455,0.1018056,0.4440434,0.4440434,4.1730497,4.1423515,116,1948.2758621,2
1739,apartment,Parque Patricios,-34.629982,-58.410102,0.76795831,0.86505,0.597115126,0.8646236829,0.1169955694,0.0573455,0.1018056,0.4440434,0.4440434,4.1730497,4.1423515,70,1894.2857143,2
1740,apartment,Parque Patricios,-34.629982,-58.410102,0.76795831,0.86505,0.597115126,0.8646236829,0.1169955694,0.0573455,0.1018056,0.4440434,0.4440434,4.1730497,4.1423515,114,1912.2807018,2
1741,apartment,Palermo,-34.596997,-58.410121,0.45006997,0.35991,0.6561665457,0.3920864681,0.5551109385,0.0764706,0.2661448,0.2426373,0.2426373,2.2167756,2.2167756,53,2169.8113208,1
1742,apartment,Palermo,-34.592692,-58.410165,0.35147172,0.24141,0.2996751449,0.186294041,0.6111098776,0.0689188,0.2326342,0.1145245,0.1145245,1.9606562,1.9606562,124,1596.7741935,3
1743,apartment,San Cristobal,-34.624832,-58.410168,0.64937093,0.8,0.0740901242,1.288704217,0.3029937171,0.2123944,0.1422192,0.2842868,0.282857,3.9431726,3.9354976,81,1024.691358,2
1744,apartment,Palermo,-34.577589,-58.410184,0.51903345,0.49739,0.9952448273,1.302034954,0.5209840278,0.3740854,0.1030659,0.2313618,0.2313618,1.0389174,1.0286104,140,2707.1428571,3
1745,apartment,Boedo,-34.611472,-58.410196,0.62746292,0.69092,0.3685378834,0.0579766525,1.113830539,0.091935,0.1782521,0.1713291,0.1713291,2.9846983,2.9774476,137,1021.8978102,3
1746,apartment,Balvanera,-34.611556,-58.410215,0.61846788,0.68174,0.3747819596,0.0674879582,1.123341732,0.082498,0.1689618,0.165533,0.165533,2.987852,2.9805937,44,1818.1818182,1
1747,apartment,Abasto,-34.601604,-58.410218,0.58183848,0.84257,0.3097242631,0.6187924971,0.2106043789,0.1551949,0.1737253,0.5945427,0.5945427,2.5536885,2.5271986,75,1998.6666667,3
1748,apartment,Palermo,-34.582428,-58.410227,0.34001346,0.33777,0.6070800263,1.235241634,0.4940418899,0.0801684,0.070655,0.1188021,0.1188021,1.2486147,1.2382444,120,2916.6666667,4
1749,apartment,Barrio Norte,-34.596957,-58.410252,0.45532119,0.35018,0.6572004089,0.3835143578,0.5637015442,0.0650613,0.2588546,0.2326141,0.2326141,2.204527,2.204527,51,2294.1176471,2
1750,apartment,Barrio Norte,-34.596957,-58.410252,0.45532119,0.35018,0.6572004089,0.3835143578,0.5637015442,0.0650613,0.2588546,0.2326141,0.2326141,2.204527,2.204527,51,2274.5098039,2
