id,property_type,Barrio,lat,lon,Dist a Comisaria (km),Distancia a Hospital  Publico(km),Distancia a Estación Subte (km),Distancia a Biblioteca (km),Distancia a punto de Wifi  público(km),Distancia a Escuela Privada,Distancia a Escuela Pública,Distancia a Espacio Verde (km),Distancia a Espacio Verde (km),Calles Anegadas,Calles Anegadas,Superficie (m2),Precio M2 (U$S),Ambientes
4868,apartment,Nuñez,-34.538314,-58.465311,1.46576715,2.8254,1.947312518,0.868916137,1.731045043,0.4852685,0.252813,0.5868011,0.5868011,1.5286015,1.5255749,64,2328.125,3
4869,house,Paternal,-34.595119,-58.465388,1.21460971,0.93407,1.230138681,0.8708674729,1.238595401,0.5680356,0.4079723,0.7018904,0.7018904,0.9044752,0.9044752,200,1050,4
4870,apartment,Nuñez,-34.538436,-58.465392,1.45323967,2.82296,1.93490868,0.8625578259,1.718041198,0.4784629,0.2631413,0.5725573,0.5725573,1.5178728,1.5128624,108,2546.2962963,3
4871,apartment,Belgrano,-34.560026,-58.465405,0.83661637,0.76381,0.5614988109,0.6291064441,0.6450730916,0.0780133,0.184502,0.6789723,0.6649989,0.2433989,0.2088307,137,2554.7445255,4
4872,apartment,Belgrano,-34.55925,-58.465408,0.84264342,0.82898,0.4884120219,0.704272711,0.6177748684,0.1253728,0.2708699,0.7115919,0.6999692,0.2539924,0.2365499,126,2777.7777778,4
4873,apartment,Nuñez,-34.548703,-58.46541,0.35379316,1.89249,0.8206545564,0.6989926301,0.5851130622,0.1552776,0.1477932,0.3139841,0.3138522,0.4094026,0.3977151,63,2285.7142857,2
4874,apartment,Belgrano,-34.564482,-58.46544,0.96887715,0.52086,0.855326433,0.3351331541,0.347885984,0.2002455,0.3064872,0.3170042,0.3167229,0.1793161,0.1793161,65,1984.6153846,2
4875,apartment,Nuñez,-34.54887,-58.465474,0.34162568,1.873,0.805234868,0.7156965665,0.5683932299,0.1659706,0.1408738,0.3176827,0.3175475,0.3932902,0.3835374,163,1104.2944785,2
4876,apartment,Belgrano,-34.5616062,-58.4654755,0.85863001,0.64102,0.7222276099,0.4924326394,0.5087520982,0.0264637,0.0140543,0.6342791,0.6324233,0.2588813,0.2588813,63,2015.8730159,3
4877,apartment,Belgrano,-34.567354,-58.465478,1.14482429,0.574,0.997042449,0.4374576955,0.438877198,0.1281267,0.4293608,0.0670662,0.0595788,0.1086982,0.0642514,95,1578.9473684,3
4878,apartment,Colegiales,-34.580871,-58.465563,1.27602789,0.8855,0.3635065656,0.890215262,1.153191361,0.0842805,0.2946451,0.2421363,0.2412398,0.8885073,0.8797758,44,2227.2727273,2
4879,apartment,Colegiales,-34.580871,-58.465563,1.27602789,0.8855,0.3635065656,0.890215262,1.153191361,0.0842805,0.2946451,0.2421363,0.2412398,0.8885073,0.8797758,30,2633.3333333,1
4880,PH,Flores,-34.619135,-58.465569,0.34365352,0.66619,1.102124965,1.480288149,1.233717537,0.0668493,0.2876573,0.4200309,0.4186907,1.8040314,1.8040314,66,1295.4545455,2
4881,apartment,Flores,-34.624522,-58.465601,0.93912846,0.3593,0.5252783574,1.506575786,0.6400463708,0.1277708,0.1157773,0.4592543,0.4592543,2.3423862,2.3423862,98,2653.0612245,4
4882,apartment,Nuñez,-34.537844,-58.465627,1.52143645,2.8805,2.003244618,0.9282283434,1.785451991,0.4575869,0.1938079,0.5996792,0.5996792,1.5872042,1.5807877,39,2941.025641,1
4883,apartment,Nuñez,-34.537844,-58.465627,1.52143645,2.8805,2.003244618,0.9282283434,1.785451991,0.4575869,0.1938079,0.5996792,0.5996792,1.5872042,1.5807877,76,2181.5789474,1
4884,apartment,Flores,-34.631104,-58.465656,0.67774558,0.84839,0.3251797865,1.109110836,0.1623562734,0.0272861,0.2702607,0.3472541,0.3419114,3.0320118,3.0320118,40,2175,1
4885,apartment,Belgrano,-34.57653,-58.465679,1.00401611,1.30701,0.8430710888,1.313531826,1.340408566,0.4213407,0.333956,0.5114937,0.5114937,0.5960527,0.5112993,320,2968.75,5
4886,house,Belgrano,-34.57653,-58.465679,1.00401611,1.30701,0.8430710888,1.313531826,1.340408566,0.4213407,0.333956,0.5114937,0.5114937,0.5960527,0.5112993,950,2000,5
4887,apartment,Belgrano,-34.57653,-58.465679,1.00401611,1.30701,0.8430710888,1.313531826,1.340408566,0.4213407,0.333956,0.5114937,0.5114937,0.5960527,0.5112993,294,2755.1020408,5
4888,apartment,Nuñez,-34.537688,-58.465729,1.53994468,2.89862,2.02181815,0.9477733701,1.803562534,0.4500449,0.1744218,0.6053843,0.6053843,1.606594,1.5991541,95,2231.5789474,3
4889,apartment,Villa Lugano,-34.68165,-58.465749,0.42111329,4.33609,4.284367383,0.2842335122,0.4242713746,0.4822785,0.1717165,0.2709136,0.2565265,3.2237185,3.2237185,55,872.7272727,3
4890,apartment,Flores,-34.61843,-58.465759,0.27220466,0.72506,1.182466037,1.442530815,1.310150084,0.1329637,0.284214,0.3396455,0.3383078,1.7459497,1.7459497,34,2585.2941176,1
4891,apartment,Villa Ortuzar,-34.579194,-58.465764,1.14309868,1.03515,0.5466793638,1.040870452,1.291087554,0.2576607,0.3012413,0.2980571,0.2980571,0.7599616,0.7273102,38,2184.2105263,1
4892,apartment,Nuñez,-34.549947,-58.465782,0.27565356,1.74997,0.7063234063,0.8197570973,0.4622603537,0.1114169,0.1652003,0.372673,0.3725288,0.2943036,0.2943036,36,2087.5,1
4893,apartment,Nuñez,-34.549947,-58.465782,0.27565356,1.74997,0.7063234063,0.8197570973,0.4622603537,0.1114169,0.1652003,0.372673,0.3725288,0.2943036,0.2943036,36,2087.5,1
4894,apartment,Nuñez,-34.549947,-58.465782,0.27565356,1.74997,0.7063234063,0.8197570973,0.4622603537,0.1114169,0.1652003,0.372673,0.3725288,0.2943036,0.2943036,48,1924.7083333,2
4895,apartment,Flores,-34.632517,-58.465785,0.71180283,0.98952,0.4204270741,1.019581201,0.2855843224,0.1376807,0.2508474,0.4949192,0.4894068,3.1856901,3.1856901,63,2222.2222222,2
4896,apartment,Nuñez,-34.537533,-58.465831,1.55837264,2.91669,2.040303302,0.9672353999,1.821595751,0.4432347,0.155228,0.6115902,0.6115902,1.6258859,1.6174422,67,3805.9701493,3
4897,apartment,Belgrano,-34.564715,-58.46589,1.01756897,0.47722,0.9023227083,0.3742641709,0.3861374869,0.1688888,0.3270295,0.3032242,0.3023636,0.2279247,0.2279247,93,2849.4623656,4
4898,apartment,Flores,-34.633909,-58.465947,0.77873826,1.13191,0.5090616564,0.9517666234,0.4289114154,0.192204,0.2185065,0.6460275,0.6404684,3.3383591,3.3383591,66,2196.969697,2
4899,apartment,Belgrano,-34.564719,-58.465971,1.02422566,0.46978,0.9095474132,0.3816682666,0.3935175689,0.1615382,0.3271326,0.3054414,0.3044058,0.2342476,0.2342476,83,3192.7710843,4
4900,apartment,Villa General Mitre,-34.606601,-58.466011,0.81357148,0.54903,2.366279905,1.65856183,1.112036473,0.3392863,0.0560069,0.3809019,0.3809019,0.8541231,0.8541231,61,1393.442623,2
4901,apartment,Flores,-34.628488,-58.466082,0.76590837,0.57364,0.2520069378,1.347312331,0.2038034773,0.1374291,0.19587,0.2080195,0.2060855,2.7691874,2.7691874,74,1006.7567568,2
4902,PH,Flores,-34.635669,-58.466092,0.89109978,1.31755,0.660497598,0.8154719819,0.6194357236,0.1596034,0.1538583,0.838089,0.8325098,3.4025804,3.4025804,115,1460,2
4903,apartment,Belgrano,-34.562066,-58.466223,0.93637269,0.55549,0.7973750176,0.5089242856,0.5250523402,0.0637746,0.0337293,0.5950856,0.5947267,0.2695997,0.2695997,42,2095.2380952,2
4904,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,54,2125,1
4905,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,68,2242.6470588,1
4906,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,54,2106.4814815,1
4907,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,65,2384.6153846,2
4908,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,102,1985.2941176,2
4909,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,82,1265.0365854,2
4910,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,65,1416.1076923,2
4911,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,65,1416.1076923,2
4912,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,52,1753.5,2
4913,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,38,1797.8157895,1
4914,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,49,1680.4081633,2
4915,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,50,1851.12,2
4916,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,38,1824.9210526,1
4917,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,49,1707.8163265,2
4918,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,50,1878.62,2
4919,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,38,1852.0263158,1
4920,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,38,2237.5,2
4921,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,50,1933.6,2
4922,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,38,1906.2105263,1
4923,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,49,1790,2
4924,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,50,1988.58,2
4925,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,38,1960.4210526,1
4926,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,49,1844.7959184,2
4927,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,50,2043.58,2
4928,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,38,2014.6315789,1
4929,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,50,2098.56,2
4930,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,99,1188.6666667,2
4931,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,115,1267.2,3
4932,apartment,Nuñez,-34.553525,-58.466288,0.36133133,1.35606,0.4287146563,1.166519898,0.2140533313,0.2106336,0.288044,0.706797,0.7066643,0.1213137,0.1213137,49,1899.5918367,2
4933,apartment,Belgrano,-34.578346,-58.466337,1.04589134,1.09731,0.6394806197,1.103688903,1.395083998,0.318642,0.2686667,0.3947702,0.3947702,0.6667639,0.619585,60,1500,2
4934,apartment,Flores,-34.622387,-58.466499,0.7154654,0.33906,0.776399164,1.54907736,0.8659378753,0.1314187,0.1682807,0.5509645,0.5509645,2.1622543,2.1622543,52,1692.3076923,3
4935,apartment,Flores,-34.617218,-58.466547,0.20060625,0.81979,1.329206231,1.34440868,1.440712329,0.2853871,0.131791,0.19681,0.1947353,1.6753802,1.6753802,62,2338.7096774,3
4936,house,Flores,-34.620003,-58.466584,0.46250635,0.53527,1.029913763,1.42441431,1.130739665,0.1668642,0.1547204,0.5068337,0.5047121,1.9346452,1.9346452,95,1315.7894737,1
4937,apartment,Flores,-34.621236,-58.466632,0.59426505,0.41916,0.900691852,1.476745734,0.9934155304,0.1537822,0.1297894,0.5389085,0.5389085,2.0553485,2.0553485,58,1465.5172414,2
4938,apartment,Belgrano,-34.577913,-58.46664,0.99630797,1.13137,0.6886317108,1.13804447,1.449072147,0.3582477,0.2669834,0.4468813,0.4468813,0.6201693,0.5640873,85,3058.8235294,3
4939,house,Flores,-34.623482,-58.466643,0.83744931,0.27269,0.6704349398,1.603953207,0.74354653,0.0853333,0.1389402,0.5654459,0.5654459,2.2769437,2.2769437,190,1526.3157895,3
4940,house,Flores,-34.623467,-58.466649,0.83592316,0.27263,0.6721742779,1.602550371,0.7451906127,0.0856695,0.1405255,0.5643799,0.5643799,2.2756912,2.2756912,150,1266.6666667,3
4941,PH,Flores,-34.633333,-58.466667,0.81553275,1.05249,0.4172984778,1.040054196,0.3550939405,0.2399727,0.216949,0.6104096,0.6049715,3.2965598,3.2965598,87,1839.0804598,2
4942,apartment,Flores,-34.633333,-58.466667,0.81553275,1.05249,0.4172984778,1.040054196,0.3550939405,0.2399727,0.216949,0.6104096,0.6049715,3.2965598,3.2965598,57,1894.7368421,2
4943,PH,Flores,-34.633333,-58.466667,0.81553275,1.05249,0.4172984778,1.040054196,0.3550939405,0.2399727,0.216949,0.6104096,0.6049715,3.2965598,3.2965598,86,1604.6511628,2
4944,apartment,Belgrano,-34.551991,-58.466749,0.32075716,1.50694,0.5704697792,1.050252084,0.3256981648,0.2792477,0.1560233,0.5311125,0.530979,0.1669436,0.1669436,46,2586.9565217,1
4945,apartment,Belgrano,-34.560052,-58.466851,0.96912888,0.67811,0.6396973914,0.7054227296,0.7217246179,0.1340968,0.2046813,0.8049004,0.7897971,0.3759417,0.3404552,66,2424.2424242,3
4946,apartment,Flores,-34.628631,-58.466921,0.83323157,0.54991,0.3263396587,1.385800119,0.1698094214,0.2017519,0.1296361,0.285904,0.283811,2.8115057,2.8115057,90,2111.1111111,4
4947,apartment,Belgrano,-34.548367,-58.46693,0.47056872,1.89567,0.9107602071,0.7886891365,0.6650768693,0.1293104,0.0555202,0.175141,0.1750012,0.4992551,0.4992551,68,1648.5441176,1
4948,apartment,Belgrano,-34.548367,-58.46693,0.47056872,1.89567,0.9107602071,0.7886891365,0.6650768693,0.1293104,0.0555202,0.175141,0.1750012,0.4992551,0.4992551,122,1260.4918033,2
4949,apartment,Nuñez,-34.548367,-58.46693,0.47056872,1.89567,0.9107602071,0.7886891365,0.6650768693,0.1293104,0.0555202,0.175141,0.1750012,0.4992551,0.4992551,53,2119.5471698,2
4950,apartment,Nuñez,-34.548367,-58.46693,0.47056872,1.89567,0.9107602071,0.7886891365,0.6650768693,0.1293104,0.0555202,0.175141,0.1750012,0.4992551,0.4992551,124,1247.9758065,2
4951,apartment,Nuñez,-34.548367,-58.46693,0.47056872,1.89567,0.9107602071,0.7886891365,0.6650768693,0.1293104,0.0555202,0.175141,0.1750012,0.4992551,0.4992551,51,2254.9019608,2
4952,apartment,Nuñez,-34.548367,-58.46693,0.47056872,1.89567,0.9107602071,0.7886891365,0.6650768693,0.1293104,0.0555202,0.175141,0.1750012,0.4992551,0.4992551,93,2092.3548387,3
4953,apartment,Belgrano,-34.548367,-58.46693,0.47056872,1.89567,0.9107602071,0.7886891365,0.6650768693,0.1293104,0.0555202,0.175141,0.1750012,0.4992551,0.4992551,86,2282.4069767,3
4954,apartment,Belgrano,-34.548367,-58.46693,0.47056872,1.89567,0.9107602071,0.7886891365,0.6650768693,0.1293104,0.0555202,0.175141,0.1750012,0.4992551,0.4992551,86,2311.5465116,3
4955,apartment,Belgrano,-34.548367,-58.46693,0.47056872,1.89567,0.9107602071,0.7886891365,0.6650768693,0.1293104,0.0555202,0.175141,0.1750012,0.4992551,0.4992551,86,2262.9883721,3
4956,apartment,Nuñez,-34.546216,-58.466996,0.66589763,2.12972,1.131201774,0.6968508076,0.8910552001,0.0385049,0.2944739,0.1914508,0.1914508,0.7183909,0.7102095,45,2066.6666667,1
4957,apartment,Nuñez,-34.548374,-58.467016,0.47558385,1.89334,0.913708599,0.7957778254,0.6676115429,0.1279002,0.054251,0.1693327,0.1691919,0.502613,0.502613,51,2588.2352941,1
4958,apartment,Nuñez,-34.548371,-58.467018,0.47594914,1.89364,0.9140895192,0.7957561172,0.6679915358,0.1275316,0.054587,0.1689824,0.1688415,0.5029936,0.5029936,46,2838.9347826,2
4959,apartment,Nuñez,-34.548371,-58.467018,0.47594914,1.89364,0.9140895192,0.7957561172,0.6679915358,0.1275316,0.054587,0.1689824,0.1688415,0.5029936,0.5029936,72,2895.5833333,3
4960,apartment,Nuñez,-34.548371,-58.467018,0.47594914,1.89364,0.9140895192,0.7957561172,0.6679915358,0.1275316,0.054587,0.1689824,0.1688415,0.5029936,0.5029936,78,2481.2435897,3
4961,apartment,Nuñez,-34.548371,-58.467018,0.47594914,1.89364,0.9140895192,0.7957561172,0.6679915358,0.1275316,0.054587,0.1689824,0.1688415,0.5029936,0.5029936,79,2405.0632911,3
4962,house,Flores,-34.623444,-58.467028,0.84108274,0.24043,0.6906257911,1.572650132,0.7470528497,0.1096215,0.1181541,0.5308009,0.5308009,2.2890363,2.2890363,154,1883.1168831,3
4963,apartment,Nuñez,-34.548359,-58.467028,0.4775407,1.89476,0.9156985121,0.7958267392,0.6695879459,0.1260138,0.0559414,0.1674376,0.1672969,0.5046111,0.5046111,41,2960.3902439,2
4964,apartment,Nuñez,-34.548359,-58.467028,0.4775407,1.89476,0.9156985121,0.7958267392,0.6695879459,0.1260138,0.0559414,0.1674376,0.1672969,0.5046111,0.5046111,38,3281.3947368,2
4965,apartment,Nuñez,-34.548359,-58.467028,0.4775407,1.89476,0.9156985121,0.7958267392,0.6695879459,0.1260138,0.0559414,0.1674376,0.1672969,0.5046111,0.5046111,72,2895.5833333,3
4966,apartment,Nuñez,-34.548359,-58.467028,0.4775407,1.89476,0.9156985121,0.7958267392,0.6695879459,0.1260138,0.0559414,0.1674376,0.1672969,0.5046111,0.5046111,78,2487.1794872,3
4967,apartment,Flores,-34.621355,-58.467077,0.61938625,0.384,0.9027357141,1.446605724,0.9796145619,0.1109682,0.1002448,0.4969247,0.4969247,2.0870977,2.0870977,76,2105.2631579,4
4968,apartment,Belgrano,-34.555027,-58.467078,0.53187351,1.1745,0.436077113,1.194347156,0.3137488294,0.1738558,0.300637,0.7892201,0.7892201,0.2948525,0.2948525,67,2164.1791045,2
4969,apartment,Belgrano,-34.555027,-58.467078,0.53187351,1.1745,0.436077113,1.194347156,0.3137488294,0.1738558,0.300637,0.7892201,0.7892201,0.2948525,0.2948525,95,2842.1052632,4
4970,apartment,Belgrano,-34.555027,-58.467078,0.53187351,1.1745,0.436077113,1.194347156,0.3137488294,0.1738558,0.300637,0.7892201,0.7892201,0.2948525,0.2948525,95,2789.4736842,4
4971,apartment,Belgrano,-34.555027,-58.467078,0.53187351,1.1745,0.436077113,1.194347156,0.3137488294,0.1738558,0.300637,0.7892201,0.7892201,0.2948525,0.2948525,67,2253.7313433,2
4972,apartment,Belgrano,-34.555027,-58.467078,0.53187351,1.1745,0.436077113,1.194347156,0.3137488294,0.1738558,0.300637,0.7892201,0.7892201,0.2948525,0.2948525,67,2283.5820896,2
4973,apartment,Belgrano,-34.555027,-58.467078,0.53187351,1.1745,0.436077113,1.194347156,0.3137488294,0.1738558,0.300637,0.7892201,0.7892201,0.2948525,0.2948525,67,2223.880597,2
4974,apartment,Flores,-34.626165,-58.46708,0.96584693,0.31378,0.4539684054,1.546564542,0.4442126789,0.1253146,0.1623946,0.3873943,0.3873943,2.5642066,2.5642066,35,1671.4285714,1
4975,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,75,17400,3
4976,apartment,Coghlan,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,109,17513.7614679,4
4977,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,42,1869.047619,1
4978,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,41,1865.8536585,1
4979,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,36,2194.4444444,1
4980,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,35,2200,1
4981,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,36,2277.7777778,1
4982,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,35,2228.5714286,1
4983,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,35,2228.5714286,1
4984,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,36,2319.4444444,1
4985,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,35,3257.1428571,1
4986,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,36,2361.1111111,1
4987,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,36,3388.8888889,1
4988,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,36,3222.2222222,1
4989,apartment,Belgrano,-34.561407,-58.467097,1.00160266,0.54568,0.7740258803,0.6171981418,0.6333620616,0.1250589,0.1009224,0.6874303,0.6867649,0.3778636,0.3778636,74,1729.7297297,2
4990,apartment,Belgrano,-34.56343,-58.467102,1.05751032,0.40681,0.9692032797,0.5098705778,0.5242877078,0.1813012,0.205378,0.4789272,0.4771774,0.2963533,0.2963533,90,2455.5555556,3
4991,apartment,Belgrano,-34.56343,-58.467102,1.05751032,0.40681,0.9692032797,0.5098705778,0.5242877078,0.1813012,0.205378,0.4789272,0.4771774,0.2963533,0.2963533,62,2258.0645161,2
4992,apartment,Belgrano,-34.56343,-58.467102,1.05751032,0.40681,0.9692032797,0.5098705778,0.5242877078,0.1813012,0.205378,0.4789272,0.4771774,0.2963533,0.2963533,79,2405.0632911,3
4993,apartment,Belgrano,-34.56343,-58.467102,1.05751032,0.40681,0.9692032797,0.5098705778,0.5242877078,0.1813012,0.205378,0.4789272,0.4771774,0.2963533,0.2963533,31,4516.1290323,1
4994,apartment,Nuñez,-34.554941,-58.467104,0.52616734,1.18286,0.4400233796,1.20406796,0.3119762183,0.1793404,0.295979,0.7913878,0.7913878,0.2884173,0.2884173,44,3386.3636364,2
4995,apartment,Nuñez,-34.554941,-58.467104,0.52616734,1.18286,0.4400233796,1.20406796,0.3119762183,0.1793404,0.295979,0.7913878,0.7913878,0.2884173,0.2884173,43,3302.3255814,2
4996,apartment,Belgrano,-34.563438,-58.467116,1.05902273,0.40527,0.9705735645,0.5108189542,0.5252176015,0.1797735,0.2067518,0.4787112,0.4769378,0.2976073,0.2976073,30,2700,1
4997,apartment,Belgrano,-34.563438,-58.467116,1.05902273,0.40527,0.9705735645,0.5108189542,0.5252176015,0.1797735,0.2067518,0.4787112,0.4769378,0.2976073,0.2976073,63,2634.9206349,3
4998,apartment,Belgrano,-34.563438,-58.467116,1.05902273,0.40527,0.9705735645,0.5108189542,0.5252176015,0.1797735,0.2067518,0.4787112,0.4769378,0.2976073,0.2976073,60,2666.6666667,3
4999,apartment,Belgrano,-34.563438,-58.467116,1.05902273,0.40527,0.9705735645,0.5108189542,0.5252176015,0.1797735,0.2067518,0.4787112,0.4769378,0.2976073,0.2976073,54,2629.6296296,2
5000,apartment,Belgrano,-34.563438,-58.467116,1.05902273,0.40527,0.9705735645,0.5108189542,0.5252176015,0.1797735,0.2067518,0.4787112,0.4769378,0.2976073,0.2976073,47,2553.1914894,2
5001,apartment,Belgrano,-34.563438,-58.467116,1.05902273,0.40527,0.9705735645,0.5108189542,0.5252176015,0.1797735,0.2067518,0.4787112,0.4769378,0.2976073,0.2976073,47,2617.0212766,2
5002,apartment,Belgrano,-34.563438,-58.467116,1.05902273,0.40527,0.9705735645,0.5108189542,0.5252176015,0.1797735,0.2067518,0.4787112,0.4769378,0.2976073,0.2976073,47,2617.0212766,2
5003,apartment,Belgrano,-34.563438,-58.467116,1.05902273,0.40527,0.9705735645,0.5108189542,0.5252176015,0.1797735,0.2067518,0.4787112,0.4769378,0.2976073,0.2976073,54,2518.5185185,2
