PLAZO,PRESTAMOS_ANTERIORES,SCORE_VERAZ,ESTADO_CIVIL,DEUDA_SIST_FIN,INGRESOS_PERSONALES,Mora_mas_90
36,1,897,SOLTERO,69117.83338,139018.8717,0
48,5,620,SOLTERO,85419.37945,145315.4111,0
48,3,815,CASADO,97976.95781,155229.1037,0
24,3,899,CASADO,154990.0423,207691.8489,0
6,4,822,DIVORCIADO,35836.53138,79107.23682,0
30,1,651,DIVORCIADO,71196.51314,95309.92388,0
30,2,696,DIVORCIADO,85144.12081,90675.31503,0
42,1,727,CASADO,73523.361,105732.663,0
48,3,653,CASADO,28592.97717,102934.7178,0
48,4,623,CASADO,24255.81463,99228.33259,0
48,5,584,CASADO,54858.56559,97929.34023,0
18,1,933,CASADO,88571.90035,145413.1457,0
18,2,,CASADO,109660.4819,132902.8291,0
33,7,,DIVORCIADO,136375.6738,72540.25202,0
36,1,688,CASADO,114467.2186,91497.52693,1
10,2,547,DIVORCIADO,13879.3081,93137.46222,0
48,3,,CASADO,65382.60778,219212.8249,0
48,4,463,CASADO,63019.34394,208553.2246,0
48,5,640,CASADO,56076.79921,199038.0219,0
36,6,655,CASADO,60415.13278,188030.8598,0
48,1,763,SOLTERO,234849.0659,174096.6049,0
24,1,777,CASADO,74532.36048,211588.031,0
48,1,845,DIVORCIADO,54306.97734,291562.3312,0
24,1,801,CASADO,219884.7787,318176.995,0
36,1,384,CASADO,129812.1163,150589.6797,1
12,1,879,DIVORCIADO,104600,208000,0
9,2,760,DIVORCIADO,138072.991,183861.6013,0
48,2,585,SOLTERO,43621.52443,176585.5031,0
36,1,697,SOLTERO,79703.60191,72540.25202,0
48,2,746,CASADO,95400,249600,0
4,7,835,CASADO,121996.7026,381239.6955,0
48,1,,DIVORCIADO,39028.75995,122884.344,0
36,1,,CASADO,15144.19732,82211.35687,0
15,1,909,SOLTERO,90672.05881,249279.6783,0
35,7,798,CASADO,46100,117000,0
10,10,422,CASADO,95500.54373,228743.8173,0
36,1,676,CASADO,45536.16909,98103.05729,0
24,1,882,SOLTERO,30673.06522,72632.40413,0
12,1,,CASADO,23105.71819,181730.3678,0
16,3,,CASADO,231928.5171,386386.5341,0
48,2,841,CASADO,255854.0874,319589.3311,0
48,3,852,CASADO,238799.192,286133.9171,0
24,5,839,CASADO,37486.25898,183756.1715,0
24,3,522,CASADO,181700,300000,0
9,4,882,CASADO,110383.8219,279452.7136,0
24,5,683,CASADO,171928.2763,265185.0019,0
12,3,,SOLTERO,37700,165100,0
48,4,427,CASADO,67022.4483,98616.13647,1
12,8,621,CASADO,104515.3149,173260.6824,0
48,4,781,CASADO,57194.65538,186301.8091,0
36,1,,CASADO,43842.56499,228743.8173,0
22,2,820,CASADO,242006.05,232877.2613,0
48,6,689,CASADO,62264.79041,229087.4364,0
10,7,691,CASADO,2739.337124,213668.2957,0
48,8,,CASADO,83014.43202,202499.5527,0
24,1,796,SOLTERO,70182.69383,117877.9095,1
48,3,,CASADO,44144.66152,202852.9304,0
48,3,839,DIVORCIADO,58730.75318,135235.2869,0
24,4,,DIVORCIADO,69729.31726,126945.441,0
48,1,,CASADO,79528.67049,103845.9245,0
48,1,684,CASADO,36720.4049,35051.29559,0
48,1,847,CASADO,117778.586,107307.4553,0
48,2,845,CASADO,88210.99902,101373.1592,0
30,1,926,DIVORCIADO,22142.61866,87284.18144,0
42,4,409,SOLTERO,33453.78328,137246.2904,0
18,2,843,SOLTERO,278400.2877,64334.19862,0
48,1,730,CASADO,243351.4368,406617.003,0
48,3,,CASADO,44468.57265,98616.13647,0
13,2,,CASADO,55674.64343,60933.8117,0
41,2,666,SOLTERO,52138.30614,61749.88953,0
24,2,727,CASADO,34265.21485,274121.7188,0
24,2,723,DIVORCIADO,212542.9384,538339.3453,0
36,1,395,SOLTERO,110411.5811,325476.3162,0
48,1,441,CASADO,40520.64347,191331.9579,0
30,5,933,CASADO,127000,84732,0
48,8,854,CASADO,132143.9389,224999.503,0
48,1,705,VIUDO,64700,96561,0
48,2,769,SOLTERO,122571.5685,229087.4364,0
23,3,,CASADO,40726.65536,150774.7774,0
48,1,727,SOLTERO,29859.68723,40107.92348,0
24,1,833,SOLTERO,23300.3461,146850.9208,0
33,3,,DIVORCIADO,80296.0797,199529.2375,0
48,3,854,CASADO,316630.8923,141432.001,1
24,1,931,CASADO,18951.14084,76620.6412,0
36,3,525,CASADO,256793.3101,391602.4554,0
36,9,662,CASADO,254049.1461,1159159.602,0
36,10,687,CASADO,254318.5413,1102537.029,0
36,3,723,SOLTERO,94832.95538,106278.3121,0
48,2,808,SOLTERO,180659.0076,273348.8617,0
18,4,928,CASADO,19482.22216,165452.0374,0
18,5,940,CASADO,23922.7909,161073.7714,0
10,2,572,CASADO,214623.0616,223690.6207,0
48,1,,CASADO,168202.7094,0,1
18,5,901,CASADO,20864.87284,77277.30681,0
36,1,772,CASADO,150589.6797,133433.8934,0
48,10,435,CASADO,111265.2175,107341.0952,0
24,2,881,CASADO,38956.30835,137817.1286,0
14,7,835,SOLTERO,55901.25051,112585.7059,0
24,1,659,CASADO,53564.17722,190376.8075,0
24,5,,CASADO,41801.32023,81607.78352,0
12,2,423,CASADO,58893.85295,108416.1412,0
43,2,938,CASADO,79583.78644,114371.9087,0
36,1,794,CASADO,59169.48721,119441.5115,0
24,8,,DIVORCIADO,30771.88703,169838.9017,0
36,9,,DIVORCIADO,74067.80826,152059.7388,0
12,1,667,CASADO,17108.37046,150219.8382,0
12,2,571,CASADO,48397.50826,147154.5859,0
18,1,843,SOLTERO,81605.58898,86538.27039,0
12,3,,DIVORCIADO,44339.83056,195616.8995,0
18,1,884,SOLTERO,40726.65536,81983.93205,0
22,7,845,CASADO,126193.8913,528663.3148,1
18,8,662,CASADO,125433.5649,450659.5147,0
22,3,848,DIVORCIADO,200794.159,538453.3762,0
33,1,,CASADO,82180.11372,379854.7479,0
47,6,,CASADO,345491.2663,310149.1447,0
48,7,916,CASADO,257406.3784,289274.0003,0
48,2,845,CASADO,142088.2187,45337.65751,0
23,1,720,SOLTERO,73769.88109,284976.6724,0
48,6,813,CASADO,92613.9807,244751.5346,0
48,7,894,CASADO,160441.9533,216345.676,0
48,4,901,SOLTERO,125134.339,463498.9762,0
12,1,,SOLTERO,29172.18332,208648.7284,0
48,2,953,SOLTERO,64816.34109,229112.7252,0
18,1,697,CASADO,96242.04429,213668.2957,0
12,1,820,CASADO,21461.49106,236249.4782,0
24,3,852,CASADO,99532.77072,212148.0015,0
10,5,,SOLTERO,15066.35418,228278.0937,0
24,1,629,CASADO,231730.753,305449.9152,0
12,6,777,CASADO,200768.7873,259614.8112,0
30,1,769,DIVORCIADO,154020.837,85778.9315,0
18,2,683,CASADO,102891.7808,212148.0015,0
12,2,589,DIVORCIADO,110582.1458,353580.0026,0
12,1,858,SOLTERO,15888.15532,63917.86623,0
6,1,,SOLTERO,31879.98789,302042.0214,0
18,1,848,SOLTERO,41509.86027,279995.7556,0
13,1,529,CASADO,11062.38843,87048.30243,0
48,1,,SOLTERO,22700,53200,0
12,2,770,CASADO,157166.0645,214447.3287,0
24,1,353,SOLTERO,78725.99713,304991.7564,0
24,2,290,SOLTERO,91817.10488,276922.4652,0
12,1,868,SOLTERO,24964.65653,93984.5893,0
32,6,,CASADO,224346.5116,282864.0021,1
12,1,,CASADO,30871.03681,77636.98244,0
36,1,636,SOLTERO,20863.86642,166910.9314,0
10,1,696,SOLTERO,30000,200000,0
15,1,680,SOLTERO,4533.765751,57459.13363,0
12,6,765,CASADO,33994.89172,156192.7457,0
18,7,321,CASADO,34133.28546,141874.2917,0
20,1,479,SOLTERO,21349.42295,152495.8782,0
24,3,928,CASADO,66137.14222,260822.5327,0
12,5,806,CASADO,157503.0222,136012.9725,0
36,1,829,SOLTERO,25207.73758,84872.09487,0
48,5,,CASADO,43565.08171,173873.9403,0
15,1,597,DIVORCIADO,67346.63684,147004.9372,0
24,1,535,DIVORCIADO,62787.81178,202852.9304,0
12,2,,DIVORCIADO,52229.83829,200150.8402,0
24,3,374,DIVORCIADO,55509.97992,171680.3503,0
36,2,658,CASADO,29219.59599,100442.3612,0
24,6,746,CASADO,60734.38975,158356.5377,0
48,8,,CASADO,268731.8344,92732.76817,1
24,1,,SOLTERO,201961.7287,455581.4362,0
40,2,727,SOLTERO,260963.5567,433428.0058,0
12,1,,CASADO,59003.01423,191947.5711,0
18,3,705,CASADO,132087.9826,167671.6282,0
12,1,950,DIVORCIADO,38355.65826,355887.0102,0
36,3,877,CASADO,323723.7514,412270.0005,0
24,1,841,SOLTERO,42782.56825,137060.8594,0
24,2,977,CASADO,209102.7338,182622.4749,0
48,4,,DIVORCIADO,77624.82854,46730.66601,0
48,3,854,SOLTERO,293970.5045,216345.676,0
24,2,796,SOLTERO,43270.70544,86732.03073,0
48,3,767,SOLTERO,53964.94134,83093.2261,0
6,2,933,SOLTERO,15859.89944,128249.8042,0
24,1,477,SOLTERO,87955.05558,199485.6931,0
12,5,,CASADO,130400,348000,0
48,4,652,CASADO,198038.823,391233.799,0
48,5,719,CASADO,207109.4865,371259.0027,0
36,3,712,CASADO,92061.8419,282984.5041,0
36,4,480,CASADO,115701.702,279279.9703,0
36,5,556,CASADO,115615.1292,266537.8728,0
36,6,620,CASADO,108403.8783,251797.8471,0
8,17,452,DIVORCIADO,77979.7968,320502.4435,0
12,4,625,CASADO,35200,130000,0
18,5,702,CASADO,35024.7401,121096.1759,0
45,1,871,DIVORCIADO,32701.0191,72351.00475,0
12,4,667,SOLTERO,85144.12081,241196.338,0
24,3,,DIVORCIADO,90830.35746,343115.726,0
29,2,553,CASADO,74803.58119,127533.9745,0
12,1,658,SOLTERO,32264.17523,67511.68174,0
48,1,,SOLTERO,545412.0199,253890.8821,0
12,1,,CASADO,47940.89171,171557.863,0
18,2,,CASADO,49962.09858,163215.5671,0
36,1,,DIVORCIADO,186576.511,361729.9702,0
48,3,794,DIVORCIADO,186336.6614,517110.7538,0
48,1,816,VIUDO,174807.3062,173076.5408,0
36,1,649,DIVORCIADO,111086.1285,185465.5363,0
48,1,634,DIVORCIADO,133830.031,114913.5008,1
36,1,818,CASADO,79085.11794,69863.1784,0
8,1,213,CASADO,22215.45218,110986.5856,0
12,3,911,CASADO,39216.53081,131342.7754,0
48,7,854,DIVORCIADO,111346.97,83387.5987,0
10,2,909,SOLTERO,18262.24749,144637.0002,0
24,1,250,CASADO,141589.3749,335343.2563,0
24,1,675,DIVORCIADO,44285.95017,120375.6044,0
24,1,714,CASADO,45258.24033,160878.9012,0
18,1,,CASADO,162691.9483,519229.6223,0
36,2,238,SOLTERO,86273.5225,110253.7029,1
48,1,,DIVORCIADO,245708.9838,438425.6499,0
18,6,798,CASADO,227695.4082,577792.5861,0
16,7,826,CASADO,318028.1437,524616.6297,0
20,6,852,CASADO,114294.7358,187397.4014,0
36,1,798,SOLTERO,19061.98478,123902.9011,0
48,2,,SOLTERO,75057.8372,73048.98998,0
5,2,858,DIVORCIADO,42011.05794,335343.2563,0
27,4,775,CASADO,125285.8337,251151.2471,0
48,5,702,CASADO,154601.4121,235755.8191,0
12,2,,SOLTERO,13966.4101,190933.2014,0
24,1,572,SOLTERO,29565.98538,107690.6752,0
18,10,566,CASADO,45883.40092,74379.4078,0
34,11,585,CASADO,38937.07809,71726.19649,1
10,1,310,CASADO,94555.04261,141874.2917,0
48,1,603,SOLTERO,47900,159600,0
36,2,489,CASADO,108462.6934,210634.9318,0
24,4,791,DIVORCIADO,13819.93896,205869.4356,0
36,3,383,CASADO,146110.1133,137246.2904,0
36,2,706,CASADO,94963.59544,200696.2584,0
48,3,741,CASADO,129088.7105,188350.0758,0
30,6,716,CASADO,130765.2156,404114.0773,0
36,7,,CASADO,120256.8998,387159.6469,0
30,8,675,CASADO,136903.5438,366922.2665,1
12,2,,CASADO,15248.97666,45655.61874,0
48,1,753,CASADO,118700,262500,0
36,1,388,SOLTERO,65677.48548,110316.9608,0
36,1,873,CASADO,278179.067,76019.70055,0
12,1,,CASADO,35464.94109,428151.8795,0
36,2,687,CASADO,144047.9891,380966.8725,0
48,2,480,DIVORCIADO,235181.2232,136966.8562,1
9,2,854,SOLTERO,82919.63378,466637.3873,0
18,1,936,SOLTERO,14810.99382,74520.72362,0
36,2,593,CASADO,190579.6214,212148.0015,0
36,1,779,CASADO,78436.35299,357026.9385,0
15,2,843,CASADO,81063.73163,122411.6753,0
12,2,765,CASADO,29951.33717,154355.184,0
36,8,593,DIVORCIADO,72308.05347,74421.24944,0
24,1,,CASADO,175560.8798,348834.3214,0
48,1,864,CASADO,44836.50584,137817.1286,0
36,1,482,SOLTERO,97703.02409,178056.9131,0
48,2,,SOLTERO,16096.11829,48807.5845,0
18,1,379,CASADO,78162.41927,268762.757,1
36,1,755,CASADO,91400,169000,0
48,4,721,SOLTERO,151522.7806,164360.2274,0
24,2,923,CASADO,331459.792,182622.4749,0
24,3,931,CASADO,39390.9798,40058.62353,0
24,4,847,CASADO,73447.00517,259331.401,0
48,5,,CASADO,82620.91102,238682.6318,0
48,3,630,CASADO,69944.4079,134625.6361,0
12,4,714,CASADO,47653.0709,133119.8133,0
30,3,845,CASADO,77708.74498,88585.24902,0
36,4,916,CASADO,125802.2888,172197.3897,0
47,2,701,CASADO,139715.1041,110365.9395,0
12,5,972,CASADO,189762.0585,219212.8249,0
12,1,864,SOLTERO,33912.56782,117877.9095,0
21,1,818,CASADO,233804.7767,73254.70493,0
48,2,868,CASADO,318222.0023,172370.2513,0
48,3,703,DIVORCIADO,83956.19847,388401.7373,0
10,9,667,SOLTERO,14097.6884,320135.0073,0
12,10,633,SOLTERO,51322.22831,296508.2801,0
14,11,637,SOLTERO,48894.12277,282980.1442,0
36,2,728,DIVORCIADO,27068.01838,52039.21844,1
6,5,513,CASADO,78991.96704,145315.4111,0
25,6,621,CASADO,78984.22041,142445.5305,0
48,4,,SOLTERO,64411.39966,238274.8097,0
48,5,933,SOLTERO,112703.6258,220987.5016,0
36,1,628,CASADO,17400,48000,1
24,1,824,SOLTERO,30785.10541,110273.5819,0
12,1,560,SOLTERO,4419.750032,59224.65043,1
11,2,306,SOLTERO,12267.95346,55915.162,1
24,1,,CASADO,46511.24286,288789.0694,0
36,2,,CASADO,122586.5904,302740.4397,0
24,3,576,CASADO,313900,520000,0
12,4,,CASADO,205280.6474,425113.2483,0
18,2,462,DIVORCIADO,77600,208000,0
36,2,462,CASADO,83551.10379,106278.3121,0
48,1,843,DIVORCIADO,59425.67261,111606.6998,0
36,1,871,SOLTERO,25062.55715,58740.36831,0
48,4,446,CASADO,228934.0214,81141.17215,1
24,11,847,CASADO,159474.3486,258959.5146,0
48,8,808,SOLTERO,86348.34142,114543.7182,0
48,9,718,SOLTERO,71814.8495,106090.1186,0
6,4,928,CASADO,92600,480000,0
3,5,936,CASADO,67181.64987,400586.2353,0
28,1,,SOLTERO,77257.23056,86627.10063,0
24,1,,DIVORCIADO,14682.68829,48298.31676,0
36,2,703,CASADO,507035.7293,627878.1178,0
36,3,,CASADO,519316.2927,605480.8794,0
24,1,892,DIVORCIADO,49906.36848,163572.7127,0
12,1,835,DIVORCIADO,48608.06118,205678.8157,0
24,3,,DIVORCIADO,246807.1472,259614.8112,0
48,3,824,CASADO,182762.0747,181644.2638,0
48,4,782,CASADO,210114.0551,168749.6273,0
12,2,,CASADO,32456.46886,125575.6236,0
20,1,829,SOLTERO,21141.13921,140451.5051,0
48,3,,CASADO,63025.63546,83886.85561,0
24,1,,DIVORCIADO,100837.6323,342652.1485,0
20,2,,DIVORCIADO,98825.61072,309382.5022,0
10,4,501,SOLTERO,8100,106000,0
10,2,560,CASADO,7254.025202,121504.9221,0
36,4,623,CASADO,50990.80928,100075.4201,0
48,1,593,SOLTERO,109910.8483,73951.55725,0
48,1,833,CASADO,44838.48114,78320.49108,1
24,1,,CASADO,87900,247000,0
48,2,,CASADO,113499.4333,206135.0002,0
18,1,926,CASADO,192765.3297,313281.9643,0
18,5,777,CASADO,81765.37559,353580.0026,0
25,2,,SOLTERO,5868.506985,134137.3025,0
24,1,433,SOLTERO,559555.2632,160963.4494,0
24,1,554,CASADO,35063.51519,82180.11372,0
36,1,517,DIVORCIADO,122774.3212,96596.63351,0
12,1,757,CASADO,169465.9626,381812.394,0
36,3,706,CASADO,198711.0775,344740.5025,0
36,1,806,CASADO,182584.6448,279995.7556,0
48,1,581,CASADO,45605.6685,279175.0564,0
18,6,839,CASADO,41775.5519,102767.8577,0
12,2,970,CASADO,112831.7896,322372.6074,0
48,1,489,CASADO,44639.47532,402197.2529,0
48,6,687,SOLTERO,177342.8646,253704.6157,0
36,3,459,CASADO,152235.4545,195801.2277,0
24,4,610,CASADO,113085.1981,186301.8091,0
24,2,,SOLTERO,107488.3208,60462.18044,0
26,1,868,SOLTERO,23247.88517,51711.07538,0
36,3,661,CASADO,45081.45033,97234.50071,0
12,1,710,DIVORCIADO,16997.44586,133223.2243,0
24,2,599,DIVORCIADO,27141.84585,118541.1942,0
12,2,798,DIVORCIADO,18909.63362,121452.9439,0
15,1,928,DIVORCIADO,17307.65408,164855.4051,0
36,1,803,SOLTERO,30367.19488,57753.56081,0
36,5,429,DIVORCIADO,567891.6084,409569.7261,0
36,6,423,DIVORCIADO,527472.0902,389563.0835,0
48,7,675,DIVORCIADO,548222.9547,384463.3357,0
36,8,657,DIVORCIADO,489534.2559,346630.8024,0
26,10,,DIVORCIADO,40642.81179,228334.1541,0
36,3,769,SOLTERO,87303.89028,114371.9087,0
12,2,480,SOLTERO,12104.36033,107978.519,0
12,5,808,CASADO,55311.94217,235755.8191,0
18,13,,CASADO,66918.38249,119691.4158,0
36,1,,SOLTERO,28116.42755,223025.2219,0
36,3,614,SOLTERO,39689.35529,206844.3015,0
48,4,824,SOLTERO,145295.9658,120175.8706,0
24,1,892,CASADO,43796.17716,80522.4,0
48,12,616,CASADO,259379.5873,352445.7844,0
12,3,798,CASADO,29600,228000,0
24,4,,CASADO,84237.36766,206739.7183,0
48,1,,CASADO,84056.01703,90675.31503,0
8,2,730,CASADO,10518.33654,77527.39435,0
36,1,,CASADO,290595.512,129807.4056,0
36,2,481,CASADO,97530.78946,237082.3885,0
24,1,,SOLTERO,96698.60048,273933.7124,0
36,2,923,CASADO,240257.6117,159111.0012,0
24,1,877,DIVORCIADO,41560.82191,86793.68431,0
36,1,720,CASADO,312300,354000,0
36,1,545,SOLTERO,13019.05265,40142.07899,0
48,1,894,CASADO,22006.00823,105007.9231,0
22,3,478,CASADO,101425.036,195801.2277,0
15,8,705,SOLTERO,24845.03632,195858.6805,0
44,2,818,SOLTERO,25243.89513,232504.6577,0
7,2,841,CASADO,65412.30047,33148.12524,0
12,1,745,DIVORCIADO,20478.4863,191261.3344,0
7,5,882,SOLTERO,21499.47206,155825.2334,0
36,6,899,SOLTERO,49943.17536,149917.9211,0
48,9,,SOLTERO,152333.8661,413451.3858,0
48,3,605,SOLTERO,149795.6204,108810.378,0
24,1,,SOLTERO,112942.2598,142964.8858,0
12,2,864,SOLTERO,54451.3204,353580.0026,0
36,2,816,CASADO,98645.77122,223025.2219,0
32,3,589,CASADO,78494.76057,206844.3015,0
48,3,,CASADO,310585.8524,166153.4792,0
36,2,658,DIVORCIADO,39961.73804,67068.65126,0
12,4,943,CASADO,34774.78806,278198.3045,0
22,5,936,CASADO,32065.45192,264608.8869,0
48,1,,CASADO,37554.95956,90131.90293,0
36,2,644,CASADO,83422.89266,311537.7734,0
48,4,,DIVORCIADO,73273.89887,223159.9152,0
24,3,521,CASADO,116403.8299,1566409.822,0
24,1,352,CASADO,28397.79485,76187.35721,0
48,1,911,CASADO,60800,182000,0
48,2,864,CASADO,40986.39799,169534.6462,0
48,7,625,DIVORCIADO,118982.121,83609.05801,0
12,1,854,CASADO,29033.47509,82690.27716,0
24,2,799,CASADO,107318.9743,190619.8478,0
36,3,936,CASADO,140614.3821,163505.0955,0
18,1,745,CASADO,28384.55269,62307.55468,0
15,5,601,CASADO,117268.3131,138133.1859,0
24,6,,CASADO,137697.3461,130575.0696,0
15,7,626,CASADO,113970.9021,123749.7267,0
24,1,786,CASADO,117900,299000,0
40,10,781,CASADO,35024.7401,186301.8091,0
10,10,728,SOLTERO,54287.30803,144894.9503,0
6,1,,CASADO,6187.650045,176790.0013,0
12,2,454,CASADO,207470.2877,166910.9314,0
48,1,673,DIVORCIADO,263300,1500000,0
24,5,757,DIVORCIADO,33036.04866,162282.3443,0
48,3,639,SOLTERO,43705.50184,181350.6301,0
48,1,703,CASADO,62523.31007,150970.9194,1
18,1,598,CASADO,43555.46027,113225.9345,0
36,1,,CASADO,16643.10436,93984.5893,0
30,3,875,CASADO,35358.00026,182093.7013,0
36,6,441,CASADO,65942.67048,176790.0013,0
36,4,789,CASADO,148969.411,123902.9011,0
48,2,405,CASADO,265914.6876,192526.0462,0
48,4,670,CASADO,98585.91815,178247.6476,1
36,1,854,CASADO,49742.58302,96876.94071,0
36,2,716,CASADO,61725.24881,111086.1285,0
9,3,660,CASADO,51956.95551,163215.5671,0
36,1,911,SOLTERO,42920.08757,107913.363,0
40,1,904,SOLTERO,62007.411,120175.8706,0
8,5,608,SOLTERO,79532.08784,148837.3171,0
36,1,,DIVORCIADO,32105.69831,176451.5333,0
36,1,721,SOLTERO,130572.4536,326431.1341,0
48,1,574,SOLTERO,73686.22476,77177.59201,0
28,1,813,CASADO,76900,249600,0
13,6,899,DIVORCIADO,227774.8618,513894.0903,0
48,4,,CASADO,92153.71999,77177.59201,0
48,2,394,DIVORCIADO,141715.0406,570695.2342,0
36,1,,SOLTERO,63346.01393,79615.20876,0
48,1,784,CASADO,198054.0741,76701.43947,0
24,2,784,CASADO,104650.2964,123902.9011,0
18,3,,CASADO,113317.2457,118704.6087,0
12,1,,CASADO,19580.12277,146850.9208,0
36,7,706,SOLTERO,227595.6511,498460.4374,0
48,3,871,DIVORCIADO,34819.32097,168435.7449,0
48,4,841,CASADO,166124.2442,97216.12236,0
13,3,,SOLTERO,167386.6315,287259.398,0
12,3,574,SOLTERO,67534.40578,257096.4965,0
16,2,709,CASADO,74532.36048,285929.7717,0
30,10,720,CASADO,119400,216000,0
6,2,,CASADO,39700,192000,0
36,3,751,CASADO,52838.35853,185465.5363,0
7,4,516,CASADO,107399.9258,169718.4012,0
6,5,779,SOLTERO,52921.77738,85997.88824,0
24,3,794,CASADO,13269.41904,66764.37254,0
36,1,887,CASADO,114761.9144,216855.3057,0
30,6,649,CASADO,159300,350000,0
15,7,702,CASADO,205923.6404,317363.6026,0
48,2,715,CASADO,119076.6601,176624.6099,0
48,1,,CASADO,264919.8169,205518.3765,0
18,1,943,DIVORCIADO,25293.21278,326894.2301,0
24,1,674,CASADO,170128.2141,428894.6575,1
12,3,894,CASADO,179129.1894,1886305.817,0
24,1,707,CASADO,216133.6991,135140.6315,0
48,3,953,SOLTERO,152855.0115,142445.5305,0
12,2,558,SOLTERO,39062.34493,139997.8778,0
12,3,531,SOLTERO,45107.75131,130575.0696,0
10,2,,DIVORCIADO,12036.02923,229327.702,0
16,2,449,CASADO,238400.4915,243423.5165,0
36,2,845,SOLTERO,85291.48592,94304.67622,0
36,3,763,CASADO,296149.3569,313281.9643,0
48,6,760,SOLTERO,46992.29465,128543.506,0
18,1,,SOLTERO,6391.786623,73048.98998,0
16,2,804,SOLTERO,30319.48522,70716.00051,0
18,1,775,DIVORCIADO,100533.6725,162534.0027,0
48,1,889,SOLTERO,39689.35529,137896.201,0
24,3,539,SOLTERO,38928.44331,154554.6136,0
48,5,784,CASADO,332247,390000,0
25,1,,CASADO,22616.4312,80951.80171,0
30,5,826,CASADO,51269.10037,103422.1508,0
48,4,811,CASADO,130877.0209,189096.3362,0
48,5,841,CASADO,77249.3069,166186.4522,0
48,6,868,CASADO,119686.8309,160878.9012,0
48,1,945,CASADO,184686.111,90131.90293,1
24,1,667,SOLTERO,35097.42875,110253.7029,0
48,4,843,SOLTERO,184438.791,134137.3025,0
48,3,,CASADO,106250.7908,238666.5017,0
24,1,,CASADO,62999.85969,154402.0767,0
12,1,450,CASADO,10526.05221,46575.45226,0
24,1,,SOLTERO,27510.07249,93984.5893,0
48,3,906,CASADO,49341.90938,156640.9822,0
38,4,,CASADO,85722.25399,147004.9372,0
36,4,,SOLTERO,97883.29183,133433.8934,0
36,2,881,CASADO,141123.6204,372603.6181,0
36,3,,CASADO,177009.0427,333821.8627,0
12,13,553,CASADO,87663.2679,134134.3191,0
12,4,670,SOLTERO,25211.72135,164214.277,1
16,1,815,DIVORCIADO,52159.66605,41727.73284,1
24,2,733,SOLTERO,27565.29577,93395.57448,0
20,1,,DIVORCIADO,54673.69457,104324.3642,0
12,1,,CASADO,49463.1303,74520.72362,0
18,1,887,SOLTERO,83621.67061,123753.0009,0
48,6,777,CASADO,182074.6075,200884.7224,0
48,3,425,CASADO,93698.70068,101654.2507,0
48,3,656,CASADO,110161.8248,155273.9649,0
36,2,492,CASADO,74502.36714,174263.0927,0
48,1,858,CASADO,65402.0382,70307.19106,0
24,1,511,SOLTERO,19990.34046,59711.40657,1
18,1,779,DIVORCIADO,13519.78544,62591.59926,0
18,1,767,CASADO,40499.91054,122624.7291,0
24,1,730,CASADO,33900,108000,0
12,2,698,CASADO,30926.1003,100602.9769,0
12,3,811,CASADO,217138.1227,684834.281,0
48,3,678,CASADO,119257.7553,192943.98,0
18,1,923,SOLTERO,293518.5002,0,0
12,1,548,CASADO,18262.24749,227912.8487,0
12,1,148,DIVORCIADO,23160.3115,142964.8858,0
48,1,519,CASADO,45337.65751,208553.2246,1
36,2,489,CASADO,59903.59312,91878.08573,0
48,4,680,CASADO,104774.2744,132721.4088,0
36,3,517,CASADO,74972.51796,137817.1286,0
12,2,,CASADO,10135.54736,87658.78797,0
38,3,813,CASADO,22616.4312,80117.24705,0
36,1,734,CASADO,64648.35613,90489.43633,0
12,2,757,CASADO,34558.91669,131186.8226,0
13,1,810,SOLTERO,60639.53658,134142.0052,1
48,1,811,SOLTERO,45946.71609,99858.62613,0
36,3,669,DIVORCIADO,165564.3105,110253.7029,0
48,1,729,CASADO,100054.4274,46992.29465,0
24,1,793,DIVORCIADO,90704.23887,115915.9602,1
18,1,459,CASADO,21288.41452,205961.0835,0
26,3,554,VIUDO,32971.33524,47733.30035,0
48,1,847,SOLTERO,35520.07138,68483.4281,0
48,1,892,CASADO,162350.4671,228278.0937,0
24,4,940,DIVORCIADO,85586.34941,363460.7356,0
24,2,,SOLTERO,103970.4519,189927.1909,0
12,5,820,SOLTERO,28298.01442,142788.1461,0
24,2,837,CASADO,164981.4782,69766.86428,0
24,1,709,CASADO,117254.9293,208638.6642,0
48,1,731,DIVORCIADO,26567.24901,92855.56413,0
24,1,945,SOLTERO,35342.1216,97900.61385,0
24,2,661,CASADO,131661.2969,520948.7461,0
36,3,,CASADO,139287.1722,473192.4904,0
36,3,,CASADO,139120.2613,166910.9314,0
24,3,649,DIVORCIADO,100446.0298,205591.2891,0
46,1,864,SOLTERO,13800,72000,0
24,1,675,SOLTERO,122187.3224,202057.0386,0
22,2,,SOLTERO,146280.6024,193579.8234,0
25,6,852,SOLTERO,148326.8111,97234.50071,0
10,4,918,CASADO,17525.64779,125183.1985,0
48,8,,CASADO,309882.0003,139099.1523,0
12,1,,CASADO,116592.372,165380.5543,0
18,1,731,CASADO,26205.01622,91801.01225,0
48,1,868,CASADO,165663.2265,212995.5769,0
16,2,866,CASADO,64124.90207,127270.798,0
36,1,427,CASADO,26754.19258,91311.23747,0
48,2,602,CASADO,58498.76804,97808.44975,0
36,3,608,SOLTERO,92539.5749,135235.2869,1
12,2,860,SOLTERO,34547.29503,261144.9073,0
14,3,710,SOLTERO,276398.7793,277351.8785,1
48,1,512,CASADO,49090.52669,67068.65126,1
