PLAZO,PRESTAMOS_ANTERIORES,SCORE_VERAZ,ESTADO_CIVIL,DEUDA_SIST_FIN,INGRESOS_PERSONALES,Mora_mas_90
20,1,741,CASADO,44197.50032,81323.40059,0
24,6,608,SOLTERO,87293.54302,225423.7044,0
18,1,,SOLTERO,51241.65593,240351.7412,0
46,7,887,CASADO,64039.02575,137817.1286,0
36,1,808,SOLTERO,93499.03533,128668.3972,0
14,8,862,CASADO,139214.6729,127270.798,0
20,1,,CASADO,23711.48609,67499.8509,0
12,3,,SOLTERO,125199,185000,0
36,1,868,SOLTERO,80389.23061,186301.8091,0
24,7,796,SOLTERO,59578.23043,120659.1759,0
48,8,808,SOLTERO,68016.20453,113916.7107,0
36,1,609,CASADO,17326.06824,44712.43417,0
6,1,775,SOLTERO,18449.957,96596.63351,0
10,9,,SOLTERO,45536.16909,217461.777,0
48,10,791,SOLTERO,94424.19264,279018.1754,0
8,6,738,CASADO,55765.31874,217620.7561,0
16,7,727,CASADO,63202.42546,212148.0015,0
15,8,770,CASADO,61423.22274,200293.1176,0
28,4,770,SOLTERO,69490.57478,72657.70553,0
48,1,850,SOLTERO,47151.16381,123771.805,1
36,1,,CASADO,198023.0987,434684.8508,0
24,1,833,SOLTERO,108000,156000,0
18,1,,SOLTERO,5512.685144,44101.48115,0
30,1,720,SOLTERO,33348.02382,70422.08382,1
36,4,710,CASADO,359099.4516,244751.5346,0
36,2,873,SOLTERO,53128.14843,57957.98011,0
18,1,879,CASADO,23287.72613,37819.26724,0
36,1,685,CASADO,33236.52024,141432.001,0
33,4,815,SOLTERO,35831.62467,99952.61072,0
16,5,770,SOLTERO,26736.52295,93803.85041,0
15,1,711,SOLTERO,23985.65039,127270.798,0
24,1,651,SOLTERO,23287.72613,132274.2844,0
40,6,798,SOLTERO,53700,130000,0
36,7,741,SOLTERO,46295.99955,121096.1759,0
48,1,725,SOLTERO,43412.45903,48298.31676,0
14,6,914,SOLTERO,34186.38196,158356.5377,0
10,7,916,SOLTERO,44285.89532,150271.5011,0
6,8,909,SOLTERO,39140.6134,141874.2917,0
13,3,875,CASADO,37300,128000,0
10,4,,SOLTERO,42889.42401,326431.1341,0
11,1,794,CASADO,67734.46033,108810.378,0
24,2,750,SOLTERO,72500,260000,0
12,2,566,CASADO,153558.0569,372211.3769,0
15,1,933,SOLTERO,11025.37029,132304.4435,0
30,2,731,SOLTERO,77663.69334,86936.97016,0
48,4,936,SOLTERO,39897.13861,63472.72052,1
24,2,738,CASADO,27700,108000,0
48,3,,SOLTERO,8035.388897,155229.1037,0
36,1,755,SOLTERO,41810.8353,88395.00064,0
48,1,871,SOLTERO,53828.77536,173587.3686,0
24,1,748,CASADO,22532.97573,216984.2108,0
48,1,475,SOLTERO,39682.28533,65205.63317,0
43,1,815,SOLTERO,32698.80503,46393.14289,1
8,6,763,CASADO,76000,301000,0
11,1,679,SOLTERO,31998.99023,113725.472,0
6,1,803,SOLTERO,52451.972,77277.30681,0
48,1,625,SOLTERO,39731.7382,76212.17758,0
37,3,763,CASADO,70797.70635,159417.4681,0
18,5,,SOLTERO,161740.9408,185663.7317,0
48,7,,CASADO,32649.66213,115915.9602,0
48,8,798,CASADO,31228.44322,109573.485,0
24,5,921,DIVORCIADO,68350.02639,130190.5265,0
30,1,469,SOLTERO,140162.7495,175317.5759,0
48,15,723,SOLTERO,70182.69383,367235.0259,0
18,4,,SOLTERO,15939.99395,64261.54313,0
24,1,701,SOLTERO,26518.50019,194469.0014,0
12,1,879,SOLTERO,43501.47241,72657.70553,0
30,2,502,SOLTERO,53160.03332,225563.0143,1
9,3,628,SOLTERO,26622.29355,106155.3523,0
48,3,667,CASADO,16691.09314,126852.3078,0
24,2,,SOLTERO,17100,54600,0
22,5,758,SOLTERO,53234.45145,219146.9699,0
48,1,877,CASADO,70450.81551,90162.90065,0
12,1,751,CASADO,16800,156000,0
18,3,739,CASADO,76290.59081,75917.98719,0
48,4,684,CASADO,85869.52333,73900.38175,0
18,1,784,CASADO,41439.95578,188556.6286,0
48,1,733,SOLTERO,109390.8625,136966.8562,0
48,3,839,CASADO,69300,87000,0
48,1,525,SOLTERO,107608.6497,102006.045,1
24,1,565,SOLTERO,200246.1501,228743.8173,0
12,4,852,CASADO,286997.9369,419179.0704,0
15,1,657,SOLTERO,24654.03412,95876.79934,0
3,6,438,SOLTERO,48588.10666,193193.267,0
36,1,803,CASADO,25802.80055,100602.9769,0
43,10,710,CASADO,48420.61822,233985.8369,0
10,1,881,SOLTERO,110103.4376,139726.3568,0
48,1,889,CASADO,49465.8505,86732.03073,0
12,1,782,CASADO,12640.48509,68948.1005,0
12,1,,SOLTERO,11527.10923,98103.05729,0
14,1,921,SOLTERO,13347.6451,128614.7259,0
24,3,691,SOLTERO,37189.7039,144894.9503,0
48,4,678,SOLTERO,43780.92513,139726.3568,0
48,5,515,SOLTERO,93759.02367,129807.4056,0
15,1,670,DIVORCIADO,29493.5297,91311.23747,0
18,3,,SOLTERO,241229.9568,464073.7534,0
18,4,565,CASADO,84425.45769,164214.277,0
16,5,796,CASADO,76792.75071,155229.1037,0
48,1,,CASADO,45523.42533,74251.80054,1
24,2,446,SOLTERO,21927.43581,102392.4315,0
48,4,730,CASADO,213684.8494,173464.0615,0
12,1,958,SOLTERO,161585.1772,367723.2027,0
48,8,831,SOLTERO,303013.9267,192943.98,0
22,1,360,CASADO,160327.2596,353730.6301,0
24,2,575,SOLTERO,34096.07853,50971.04126,0
24,2,911,SOLTERO,88500,132000,0
6,5,621,SOLTERO,54329.50816,208304.8423,0
18,1,,SOLTERO,135400,375000,0
24,2,,CASADO,44526.13236,263798.7041,0
24,1,,SOLTERO,49133.28119,183943.2324,0
6,5,679,SOLTERO,23284.36556,236722.5569,0
19,1,,SOLTERO,35211.04191,59724.63395,0
24,1,,SOLTERO,21201.87625,69230.61631,1
16,10,,SOLTERO,105193.7339,521621.821,0
8,1,911,CASADO,49369.9794,121096.1759,0
41,1,899,CASADO,68183.11546,125183.1985,0
11,2,,SOLTERO,35931.8413,181088.8554,0
19,3,635,SOLTERO,27758.96955,176986.7186,0
12,1,,CASADO,32971.08102,240576.3917,0
18,1,553,SOLTERO,45065.63157,61659.21422,0
36,1,829,SOLTERO,35074.05199,329772.3366,0
24,3,899,SOLTERO,27550.60859,89273.78214,0
30,1,682,CASADO,6000,100000,0
15,2,,SOLTERO,34800,160000,0
18,3,718,SOLTERO,28215.17238,146097.98,0
36,1,,CASADO,52595.27278,109573.485,0
48,1,,DIVORCIADO,56672.07189,76167.26462,1
18,1,539,SOLTERO,95119.30404,237893.57,0
18,1,688,SOLTERO,90728.98101,223562.1709,0
36,1,481,SOLTERO,110509.3713,341480.015,0
24,3,796,CASADO,53234.45145,131488.182,0
36,4,390,CASADO,12053.08335,131488.182,0
48,1,429,DIVORCIADO,75008.9101,171557.863,0
48,2,14,DIVORCIADO,130647.811,159111.0012,0
15,3,926,SOLTERO,8846.279362,108492.1054,0
9,1,750,SOLTERO,29612.32522,37125.90027,1
36,2,923,SOLTERO,11505.21592,136510.3,0
12,4,694,CASADO,88182.49753,155768.8867,0
24,1,,CASADO,79691.09968,253562.5899,0
36,2,810,CASADO,94888.86448,86793.68431,0
12,2,850,SOLTERO,10712.35402,158356.5377,0
12,1,693,SOLTERO,34388.40153,94664.70084,0
24,2,,SOLTERO,49705.54903,80117.49679,0
32,2,733,SOLTERO,29103.907,122628.8216,0
6,2,,CASADO,88893.75738,161536.0129,0
18,3,621,CASADO,98894.72683,137701.5184,0
24,3,873,SOLTERO,52863.70866,136012.9725,0
18,1,601,CASADO,14158.93749,55890.54272,1
36,3,777,CASADO,39224.06887,78114.31588,0
24,1,683,SOLTERO,25620.82796,91801.01225,0
41,5,338,SOLTERO,19266.67111,141326.9678,0
12,6,492,CASADO,30838.69336,93984.5893,0
24,7,474,CASADO,10957.3485,87658.78797,0
48,1,,SOLTERO,34663.08024,117723.6688,0
24,5,828,SOLTERO,47413.81041,169534.6462,0
24,1,557,CASADO,79984.80152,137060.8594,0
24,1,811,CASADO,24126.08427,139726.3568,0
27,2,748,CASADO,36707.11746,136966.8562,0
36,2,507,SOLTERO,71577.75284,99122.32084,0
15,9,923,SOLTERO,643427.2097,397777.5029,0
12,2,,SOLTERO,19278.21257,83455.46568,0
47,5,446,SOLTERO,29200,230000,1
45,7,447,SOLTERO,31915.60012,225171.4119,0
36,1,801,SOLTERO,96500.03688,153588.6473,0
48,3,716,SOLTERO,122593.0259,144173.7509,0
48,1,588,SOLTERO,63692.16701,103845.9245,0
48,1,547,SOLTERO,36027.15123,148683.4813,0
24,2,723,SOLTERO,61172.85634,130190.5265,0
28,8,763,SOLTERO,73778.10284,129548.1009,0
48,1,843,CASADO,99086.3196,95192.09743,1
32,1,508,SOLTERO,56586.55481,139997.8778,0
36,2,343,SOLTERO,146263.5171,234961.4732,0
36,1,810,SOLTERO,45939.04287,154018.9102,0
36,2,648,SOLTERO,159580.9732,137045.0659,0
12,1,,CASADO,35802.39478,70920.45473,0
12,1,781,CASADO,99397.93588,243423.5165,0
8,1,871,SOLTERO,29793.60125,75109.91911,0
13,1,791,CASADO,28586.97925,44055.27623,0
24,2,782,SOLTERO,13972.63568,95013.92262,0
12,1,884,CASADO,337845.6925,327061.5024,0
24,4,664,SOLTERO,94726.30639,169974.4586,0
48,6,682,SOLTERO,107841.9008,163530.7512,0
18,5,642,SOLTERO,43700,162500,0
24,6,,SOLTERO,39171.73609,147347.3869,0
36,2,592,SOLTERO,16953.46462,88493.3593,0
24,1,736,SOLTERO,283612.7036,296761.5218,0
48,7,688,SOLTERO,65019.33136,228219.7161,0
48,8,772,SOLTERO,79714.71031,223712.5318,0
24,2,692,SOLTERO,125552.9515,164360.2274,0
10,2,837,SOLTERO,8104.128694,51708.0671,0
31,3,723,SOLTERO,111413.0467,233675.3039,0
18,1,,CASADO,44639.47532,211440.8415,0
26,5,,CASADO,36524.49499,109208.24,0
48,1,697,CASADO,67068.65126,122959.194,0
36,1,700,SOLTERO,88400,199800,0
24,1,469,SOLTERO,8653.827039,51922.96223,0
24,3,933,CASADO,161939.6412,106074.0008,0
24,4,854,CASADO,62876.86056,201205.9538,0
8,5,,CASADO,70009.46074,186922.664,0
24,1,,CASADO,66458.48386,96596.63351,0
24,2,850,CASADO,86471.74188,91311.23747,0
48,1,714,SOLTERO,22800,56000,0
8,1,796,SOLTERO,47317.21415,170893.2395,0
45,2,651,SOLTERO,90398.1251,160349.8379,0
18,2,551,SOLTERO,130753.8043,293788.0207,0
24,1,335,SOLTERO,161536.0129,234961.4732,1
24,1,631,SOLTERO,15300,67600,0
18,3,738,SOLTERO,39424.17029,67180.20049,0
48,3,279,SOLTERO,70627.60551,132592.501,0
24,1,,SOLTERO,327337.8873,395344.3735,0
26,2,,DIVORCIADO,167420.1312,220987.5016,0
24,1,389,SOLTERO,63382.0452,106090.1186,0
16,2,701,CASADO,34184.59377,54405.18902,0
17,1,794,SOLTERO,44241.25815,48298.31676,0
36,1,545,SOLTERO,18135.06301,77074.01777,0
25,1,628,SOLTERO,42551.03666,163812.36,0
48,1,,SOLTERO,46353.69457,110365.9395,1
12,1,824,SOLTERO,15923.04175,47596.04871,1
48,5,658,CASADO,74313.0659,188030.8598,0
12,1,,SOLTERO,11178.10854,111781.0854,0
12,1,718,SOLTERO,37446.66362,83835.81408,0
15,2,638,SOLTERO,34300.19639,75109.91911,0
12,1,860,SOLTERO,9104.685066,150271.5011,0
24,3,882,CASADO,174226.5409,285929.7717,0
12,5,745,SOLTERO,12199.67026,138771.2492,0
7,6,651,SOLTERO,12966.19572,132949.1618,0
11,1,,SOLTERO,6431.466001,198456.6652,0
36,2,943,CASADO,175775.7568,447124.3417,0
14,1,,SOLTERO,14296.48858,247805.8021,0
18,1,589,CASADO,106471.4839,290630.8221,0
36,5,,SOLTERO,85271.43467,77341.48494,0
48,1,701,SOLTERO,48721.04623,195576.4911,1
24,1,,CASADO,92195.98567,74251.80054,0
16,1,906,SOLTERO,12127.90732,114663.851,0
48,1,736,SOLTERO,19753.93482,66716.94672,0
12,3,624,SOLTERO,93079.93568,159111.0012,0
48,1,363,SOLTERO,25787.7389,62090.86647,0
36,3,610,DIVORCIADO,136400,221000,0
29,4,621,DIVORCIADO,125767.3868,184436.5792,0
7,1,,CASADO,15916.75729,42889.46575,0
36,9,831,CASADO,85597.49739,95209.08078,0
20,3,190,SOLTERO,19814.53853,197232.2729,1
48,4,232,SOLTERO,40219.72529,190933.2014,0
33,1,,SOLTERO,39355.14335,142445.5305,0
12,1,506,CASADO,47695.2157,74353.75832,1
12,3,666,SOLTERO,54517.27646,166792.3668,0
12,1,843,SOLTERO,88502.15492,120417.755,1
9,1,648,CASADO,10265.02228,7093.714583,0
44,3,909,SOLTERO,42097.26396,117480.7366,0
24,2,589,SOLTERO,79474.54416,202131.7886,0
18,4,,CASADO,111182.7252,89834.86917,0
18,1,634,SOLTERO,42603.53598,240181.0082,0
24,1,399,CASADO,157397.0083,417277.3284,0
48,1,640,CASADO,84252.20461,155273.9649,0
48,2,628,CASADO,90611.62678,146249.677,0
21,2,,CASADO,36223.22713,56390.75358,0
43,2,443,SOLTERO,39943.45045,140976.884,0
48,5,881,DIVORCIADO,75485.45972,223025.2219,0
30,6,583,CASADO,95200,140000,0
18,7,658,CASADO,109079.4308,123753.0009,0
18,1,918,CASADO,69646.17276,80368.39908,0
18,6,860,CASADO,69770.02749,83466.93649,0
18,2,304,SOLTERO,20545.02843,82910.60362,0
16,2,,SOLTERO,28290.69829,87048.30243,0
48,1,620,CASADO,31010.95774,68913.23942,1
30,4,835,SOLTERO,9594.260158,93984.5893,0
47,1,,SOLTERO,21154.66274,46366.38409,0
14,1,715,SOLTERO,9611.583393,48964.67011,0
24,1,818,SOLTERO,59057.67347,186301.8091,0
36,2,829,SOLTERO,7350.246858,183756.1715,0
24,1,772,SOLTERO,51679.19893,79788.81928,0
17,1,774,SOLTERO,32019.16004,86538.27039,0
36,1,784,SOLTERO,113564.7121,226638.9421,0
48,3,775,SOLTERO,16182.65656,138461.2326,0
48,2,743,CASADO,45065.63157,88861.80873,0
12,1,889,CASADO,41530.29425,138979.3312,0
48,5,,CASADO,74707.02543,232877.2613,0
48,6,535,CASADO,65163.3176,216345.676,0
12,1,327,CASADO,55565.68562,238274.8097,0
20,4,,SOLTERO,38259.4085,87658.78797,0
25,4,682,SOLTERO,76695.57296,275403.0367,0
36,3,897,CASADO,71600,197600,0
18,1,702,CASADO,16869.85653,117707.756,0
48,1,399,SOLTERO,72859.32198,161613.5528,0
13,1,765,SOLTERO,19747.99176,96876.94071,0
48,6,674,CASADO,170931.9098,409863.9799,0
48,7,643,CASADO,153513.3083,398971.3861,0
12,1,,SOLTERO,23496.14732,66180.81496,0
32,1,409,CASADO,109557.4503,112499.7515,1
48,2,843,SOLTERO,21807.64414,83076.73957,0
48,1,715,SOLTERO,32128.75126,52321.63056,0
12,5,755,CASADO,47498.23024,159417.4681,0
8,5,798,SOLTERO,15700,160000,0
48,11,729,CASADO,79015.15373,251902.1476,0
48,2,,SOLTERO,141090.7902,181350.6301,0
24,3,845,SOLTERO,50234.12453,148707.5166,0
48,6,694,SOLTERO,167578.5751,158565.3848,0
36,1,775,CASADO,38564.47447,74520.72362,0
18,3,858,DIVORCIADO,18992.73739,94233.19707,0
36,1,598,CASADO,79750.17841,99228.33259,0
30,1,884,CASADO,38533.34221,164360.2274,0
46,2,534,CASADO,39808.25713,4590.050612,0
48,1,906,SOLTERO,62411.10603,109545.4637,0
12,1,837,DIVORCIADO,9180.101225,90131.90293,0
48,1,700,SOLTERO,67296.38202,153402.879,0
10,5,405,CASADO,39263.83211,118704.6087,0
26,1,799,SOLTERO,25015.78518,101123.8807,0
18,1,494,SOLTERO,103687.3358,78494.76057,0
10,1,839,SOLTERO,38956.30835,260933.7635,0
26,6,701,SOLTERO,53161.13164,292094.1299,0
24,1,,SOLTERO,35063.51519,89485.01272,0
10,7,462,CASADO,82910.60362,123270.1706,0
12,1,841,CASADO,20381.88967,125575.6236,0
24,2,770,SOLTERO,73483.95131,148620.5767,0
12,1,,SOLTERO,35400,67400,0
12,1,828,SOLTERO,21342.33382,88110.55247,0
36,1,702,SOLTERO,45272.21384,97216.12236,1
34,2,620,SOLTERO,82919.63378,129621.4965,0
15,3,583,SOLTERO,27667.30495,77157.99566,0
48,2,419,SOLTERO,46502.79158,76362.47881,0
36,1,921,SOLTERO,31137.13198,142445.5305,0
24,1,731,CASADO,82811.15413,242192.3518,0
12,5,758,SOLTERO,44890.97415,205869.4356,0
48,1,,SOLTERO,45655.61874,142445.5305,0
48,3,,SOLTERO,54000,150000,0
24,3,,SOLTERO,84344.0827,358324.5344,0
24,1,928,SOLTERO,38600.51917,123902.9011,0
10,2,540,CASADO,79679.09637,190619.8478,0
38,3,,CASADO,36524.49499,182622.4749,1
18,1,889,SOLTERO,24654.03412,59352.30436,0
36,1,696,SOLTERO,107690.6752,176221.1049,0
18,2,,CASADO,37985.47479,54786.74248,0
23,2,894,SOLTERO,83500,182000,0
15,1,926,CASADO,54695.43124,262976.3639,0
9,1,,SOLTERO,11772.36688,122628.8216,0
31,1,524,SOLTERO,28592.60352,55639.6609,1
16,1,421,SOLTERO,65854.27548,79555.50058,0
20,1,921,SOLTERO,9659.663351,42502.51875,0
24,2,786,SOLTERO,105720.4208,88395.00064,0
28,2,,SOLTERO,38866.5437,127270.798,0
24,5,748,SOLTERO,22024.03244,289789.9005,0
24,6,644,SOLTERO,41722.4403,265185.0019,1
24,4,,CASADO,64143.57877,101981.6186,0
36,1,775,SOLTERO,27111.91919,147800.7635,0
13,1,729,SOLTERO,35645.91153,99877.17544,0
12,1,835,CASADO,16883.44512,74251.80054,0
48,3,727,CASADO,72935.95732,178179.1172,0
36,4,,CASADO,59169.48721,167218.116,0
48,1,700,CASADO,42959.97031,66296.25048,0
48,1,811,SOLTERO,160348.5312,265185.0019,0
14,3,612,SOLTERO,80368.39908,106256.2969,0
24,4,547,SOLTERO,56978.21218,100442.3612,0
48,1,,CASADO,46600,140000,0
12,2,676,SOLTERO,221012.1315,270470.5738,0
24,6,667,SOLTERO,101627.6368,445291.1319,0
24,2,572,CASADO,105999.4433,293788.0207,0
30,3,491,SOLTERO,93386.66609,106322.2633,0
18,1,781,SOLTERO,28700,117000,0
13,1,710,SOLTERO,17181.20203,173649.582,0
24,3,936,CASADO,9756.259985,81624.15532,0
16,1,,SOLTERO,20154.06015,60992.55044,0
6,1,501,SOLTERO,57240.04741,82690.27716,0
12,3,,SOLTERO,65395.92089,376726.8707,0
40,4,,SOLTERO,140797.7659,337499.2545,0
12,3,774,SOLTERO,37985.43818,85760.93773,0
24,2,866,CASADO,35161.1746,57957.98011,0
24,6,816,CASADO,135983.9526,165452.0374,0
24,2,701,SOLTERO,9313.746222,67935.56068,0
24,1,871,CASADO,14097.6884,88110.55247,0
36,2,,CASADO,23466.98803,82180.11372,0
48,3,,SOLTERO,71771.2987,106256.2969,0
48,2,,SOLTERO,71601.76251,131479.2068,0
36,1,703,SOLTERO,17600,72000,0
33,1,605,SOLTERO,73300,160000,0
12,1,818,SOLTERO,23183.19204,78283.84373,0
48,2,,SOLTERO,39216.53081,75491.35605,0
48,3,731,SOLTERO,49055.34543,73485.0888,0
18,1,700,SOLTERO,27747.18189,43182.70029,0
30,1,,SOLTERO,15276.74834,121096.1759,0
12,1,,SOLTERO,29768.49978,145167.3755,0
40,1,530,CASADO,107801.843,79982.01255,0
12,1,839,SOLTERO,9067.531503,64832.85024,0
14,1,,SOLTERO,31010.95774,165029.0734,0
10,1,892,SOLTERO,4419.750032,78317.97057,0
6,1,,SOLTERO,88100,390000,0
36,3,858,SOLTERO,18605.72813,66461.39166,0
48,2,590,CASADO,243439.8318,265185.0019,0
24,2,847,SOLTERO,39961.73804,149041.4472,0
30,1,815,SOLTERO,54922.24437,132165.8287,0
35,1,714,SOLTERO,17307.65408,60576.78927,0
30,2,576,SOLTERO,203300,240000,0
36,7,724,CASADO,112585.7059,107690.6752,0
24,1,911,SOLTERO,133946.0224,383895.1421,0
12,1,540,SOLTERO,12241.16753,54405.18902,0
48,1,738,SOLTERO,27123.02635,75488.80693,0
24,1,784,SOLTERO,37632.96543,70794.68744,0
48,2,767,SOLTERO,44999.9006,65769.0855,0
10,3,538,SOLTERO,3812.396955,74341.74063,0
24,1,420,SOLTERO,193495.2486,275634.2572,0
48,4,,SOLTERO,146396.0431,419363.6651,0
48,5,652,SOLTERO,180679.3813,388938.0028,0
24,1,,SOLTERO,36027.4259,119438.7489,0
24,2,,SOLTERO,45877.00533,107841.9008,0
48,1,,CASADO,30584.67022,97234.50071,0
18,2,680,SOLTERO,28013.02372,100460.4989,0
48,1,720,CASADO,66265.29059,154554.6136,0
24,1,,SOLTERO,45132.18299,199717.2523,1
12,3,,SOLTERO,64832.85024,86141.54928,0
45,5,904,SOLTERO,203711.0885,157499.6521,0
18,3,,CASADO,78615.49813,373582.2979,0
12,1,719,SOLTERO,32050.24435,100442.3612,0
14,4,680,SOLTERO,20947.32189,108492.1054,0
20,1,630,SOLTERO,26548.00779,172142.8716,0
12,7,649,CASADO,88771.13341,76620.6412,0
24,1,,SOLTERO,34049.83,83455.46568,0
9,1,873,SOLTERO,39241.22292,117723.6688,0
11,3,818,SOLTERO,27795.86623,57226.78342,0
42,1,775,CASADO,32529.36024,102538.2007,0
12,1,,SOLTERO,34400,130000,0
15,2,,SOLTERO,43705.50184,117877.9095,0
15,3,877,SOLTERO,40932.60189,112499.7515,0
34,4,810,SOLTERO,40794.52132,106278.3121,1
12,5,371,SOLTERO,75523.78647,86365.40059,0
24,1,,CASADO,58520.29326,47654.96194,0
15,1,848,SOLTERO,24471.41164,88389.27787,0
10,1,,SOLTERO,137541.4943,226938.8718,0
32,2,688,CASADO,154700,160000,0
12,1,,SOLTERO,10573.2663,133634.3379,0
12,2,860,SOLTERO,45558.14362,124665.3804,0
12,1,644,SOLTERO,20306.89719,46575.45226,0
18,1,884,SOLTERO,100384.3937,106874.7639,0
24,1,348,SOLTERO,25201.90154,87658.78797,0
15,1,868,SOLTERO,16078.665,90040.52402,0
18,1,774,SOLTERO,25552.06022,104459.955,0
24,2,762,CASADO,107509.5941,303562.1076,0
48,1,629,CASADO,53951.81244,58938.95477,1
18,1,697,SOLTERO,69257.69752,100602.9769,0
24,1,519,SOLTERO,42794.15582,114371.9087,1
12,2,382,SOLTERO,47644.90535,106074.0008,1
12,4,936,CASADO,29612.32522,132592.501,0
46,2,,SOLTERO,19857.89399,41710.64491,0
37,1,739,CASADO,51622.68037,105543.6308,0
24,2,462,SOLTERO,166182.6012,167950.5012,0
18,5,725,SOLTERO,79961.36184,215999.5229,0
48,2,530,SOLTERO,196243.1333,320241.3443,0
24,3,709,SOLTERO,196867.028,306805.7579,0
48,2,781,CASADO,135015.5441,99742.84653,0
24,1,673,SOLTERO,56122.64407,100460.4989,0
12,1,828,SOLTERO,24106.16669,94963.68697,0
24,1,,SOLTERO,14153.24181,91311.23747,1
24,1,850,SOLTERO,49780.74795,70726.74572,0
24,1,340,DIVORCIADO,153353.6675,381239.6955,0
12,1,700,SOLTERO,47481.79772,68530.4297,0
48,4,847,SOLTERO,123484.1472,262771.3252,0
16,3,,SOLTERO,118643.9687,259614.8112,0
12,1,,SOLTERO,59261.3653,133223.2243,0
36,3,793,SOLTERO,39123.3799,111781.0854,0
24,3,478,SOLTERO,121095.317,238883.0229,0
12,3,510,SOLTERO,160200,300000,0
36,4,,SOLTERO,275174.8668,275634.2572,0
18,2,389,SOLTERO,25567.14649,189927.3739,0
18,4,782,CASADO,106528.6109,159836.1854,1
24,1,,SOLTERO,44020.71032,141432.001,0
12,1,480,SOLTERO,24118.62958,125183.1985,0
48,1,796,SOLTERO,95759.12986,186301.8091,0
46,2,775,SOLTERO,81202.16811,166910.9314,0
24,1,897,SOLTERO,18044.38769,165029.0734,0
18,1,684,SOLTERO,84711.59504,110253.7029,0
28,2,658,SOLTERO,92134.30378,98103.05729,0
6,5,804,SOLTERO,23400,91000,0
24,1,656,SOLTERO,9067.531503,145080.504,0
35,2,755,CASADO,48851.51205,86654.36436,0
18,1,923,SOLTERO,15251.76223,84277.93048,0
36,1,691,SOLTERO,57667.72678,120342.7815,0
36,1,866,SOLTERO,272946.9114,146850.9208,0
15,1,635,SOLTERO,44651.19512,47481.84348,0
48,2,,CASADO,169400,275000,0
29,1,729,SOLTERO,206490.7215,176790.0013,0
24,1,,SOLTERO,17273.08012,156192.7457,0
20,1,729,SOLTERO,17773.78057,80368.39908,1
32,2,661,SOLTERO,22645.18689,75970.94958,1
48,1,926,SOLTERO,68152.54549,132592.501,1
48,1,882,CASADO,117086.2798,164976.5587,0
31,5,,CASADO,62428.00014,92927.17579,0
24,4,707,CASADO,112678.067,237409.2174,0
24,1,727,SOLTERO,15300,48000,0
16,1,689,CASADO,190840.4863,64648.35613,0
10,1,879,SOLTERO,16883.44512,88395.00064,0
42,1,571,CASADO,107223.6644,285929.7717,0
12,2,,CASADO,93720.94683,259614.8112,0
24,3,519,CASADO,95159.96557,245257.6432,0
48,3,831,SOLTERO,275064.4403,86732.03073,0
18,2,614,SOLTERO,26960.4752,90781.66566,0
36,2,638,SOLTERO,59282.77266,123950.556,0
48,1,560,SOLTERO,117183.8379,215551.1931,0
48,2,748,SOLTERO,142208.1135,193115.9476,0
48,3,207,SOLTERO,12552.38407,77177.59201,0
48,2,635,SOLTERO,52474.72903,94963.59544,0
48,3,467,SOLTERO,57660.43283,87955.05558,0
36,2,638,SOLTERO,108241.3511,93150.90453,1
24,3,649,SOLTERO,47525.54369,200920.9977,0
24,1,691,CASADO,32232.86683,354835.4688,0
18,1,757,SOLTERO,16023.49936,83056.50088,0
12,1,,SOLTERO,67955.97573,81013.4353,0
48,1,733,SOLTERO,20769.18489,72224.84047,0
33,1,841,SOLTERO,47682.58698,72692.14713,0
10,3,706,SOLTERO,23666.25722,108810.378,0
24,9,421,SOLTERO,101033.4335,244751.5346,0
32,3,,SOLTERO,62109.58595,82690.27716,0
16,3,719,SOLTERO,13701.2251,108018.6908,0
14,2,488,SOLTERO,14006.51186,127507.5562,0
12,3,385,SOLTERO,18651.34514,116681.4009,0
6,1,727,SOLTERO,10181.66384,117480.7366,0
36,2,603,SOLTERO,47506.96131,111781.0854,0
14,1,823,SOLTERO,23428.91186,73869.98093,0
48,2,,SOLTERO,20968.18325,175761.0306,1
48,1,,SOLTERO,29952.25595,91878.08573,0
36,3,804,SOLTERO,69101.12558,75109.91911,0
12,1,762,SOLTERO,20852.83075,127270.798,0
36,1,882,SOLTERO,48028.74007,124615.1094,0
12,2,894,SOLTERO,13137.14216,63753.77812,0
24,1,287,SOLTERO,53302.18539,132592.501,0
36,2,,SOLTERO,29877.51022,84859.20062,0
5,2,,SOLTERO,56037.34469,107903.6249,0
36,1,571,SOLTERO,12237.57673,73425.46039,0
42,2,,SOLTERO,24230.71571,64903.70279,0
18,1,738,SOLTERO,86278.65558,563107.987,0
24,1,931,CASADO,13057.24536,58938.95477,0
48,1,715,SOLTERO,26185.25104,45965.40033,0
15,6,889,SOLTERO,183948.1531,247805.8021,0
24,1,696,SOLTERO,14489.49503,67617.64346,1
24,2,,CASADO,15317.27386,35307.61432,0
24,3,775,CASADO,60179.70268,200920.9977,0
12,5,705,SOLTERO,14236.02446,129665.7005,0
12,1,,SOLTERO,20491.63364,80060.33606,0
12,1,864,SOLTERO,69476.67518,238682.6318,0
48,4,871,SOLTERO,66265.29059,252117.2135,0
36,1,,SOLTERO,25616.49875,48438.47035,0
48,1,,SOLTERO,54024.31441,88202.9623,0
7,1,856,SOLTERO,32746.25876,173873.9403,0
